"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Charlevoix County, MI"	"26029"	0	26143	Unreliable
	"Cheboygan County, MI"	"26031"	0	25276	Unreliable
	"Chippewa County, MI"	"26033"	Suppressed	37349	Suppressed
	"Clare County, MI"	"26035"	Suppressed	30950	Suppressed
	"Clinton County, MI"	"26037"	0	79595	Unreliable
	"Crawford County, MI"	"26039"	0	14029	Unreliable
	"Delta County, MI"	"26041"	0	35784	Unreliable
	"Dickinson County, MI"	"26043"	0	25239	Unreliable
	"Eaton County, MI"	"26045"	0	110268	Unreliable
	"Emmet County, MI"	"26047"	0	33415	Unreliable
	"Genesee County, MI"	"26049"	40	405813	9.9
	"Gladwin County, MI"	"26051"	Suppressed	25449	Suppressed
	"Gogebic County, MI"	"26053"	0	13975	Unreliable
	"Grand Traverse County, MI"	"26055"	Suppressed	93088	Suppressed
	"Gratiot County, MI"	"26057"	Suppressed	40711	Suppressed
	"Hillsdale County, MI"	"26059"	0	45605	Unreliable
	"Houghton County, MI"	"26061"	0	35684	Unreliable
	"Huron County, MI"	"26063"	Suppressed	30981	Suppressed
	"Ingham County, MI"	"26065"	12	292406	Unreliable
	"Ionia County, MI"	"26067"	0	64697	Unreliable
