"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Hancock County, GA"	"13141"	0	8640	Unreliable
	"Haralson County, GA"	"13143"	Suppressed	29042	Suppressed
	"Harris County, GA"	"13145"	Suppressed	33652	Suppressed
	"Hart County, GA"	"13147"	0	25553	Unreliable
	"Heard County, GA"	"13149"	0	11487	Unreliable
	"Henry County, GA"	"13151"	Suppressed	221768	Suppressed
	"Houston County, GA"	"13153"	Suppressed	152122	Suppressed
	"Irwin County, GA"	"13155"	Suppressed	9422	Suppressed
	"Jackson County, GA"	"13157"	Suppressed	64615	Suppressed
	"Jasper County, GA"	"13159"	Suppressed	13654	Suppressed
	"Jeff Davis County, GA"	"13161"	Suppressed	14877	Suppressed
	"Jefferson County, GA"	"13163"	Suppressed	15916	Suppressed
	"Jenkins County, GA"	"13165"	0	8849	Unreliable
	"Johnson County, GA"	"13167"	0	9505	Unreliable
	"Jones County, GA"	"13169"	Suppressed	28623	Suppressed
	"Lamar County, GA"	"13171"	Suppressed	18469	Suppressed
	"Lanier County, GA"	"13173"	Suppressed	10399	Suppressed
	"Laurens County, GA"	"13175"	Suppressed	47516	Suppressed
	"Lee County, GA"	"13177"	Suppressed	29337	Suppressed
	"Liberty County, GA"	"13179"	Suppressed	62570	Suppressed
	"Lincoln County, GA"	"13181"	Suppressed	7828	Suppressed
	"Long County, GA"	"13183"	0	18437	Unreliable
	"Lowndes County, GA"	"13185"	Suppressed	114628	Suppressed
	"Lumpkin County, GA"	"13187"	Suppressed	31445	Suppressed
	"McDuffie County, GA"	"13189"	Suppressed	21490	Suppressed
	"McIntosh County, GA"	"13191"	0	13927	Unreliable
	"Macon County, GA"	"13193"	0	13450	Unreliable
	"Madison County, GA"	"13195"	0	28824	Unreliable
	"Marion County, GA"	"13197"	0	8524	Unreliable
	"Meriwether County, GA"	"13199"	Suppressed	21074	Suppressed
	"Miller County, GA"	"13201"	0	5926	Unreliable
	"Mitchell County, GA"	"13205"	Suppressed	22459	Suppressed
	"Monroe County, GA"	"13207"	0	27306	Unreliable
	"Montgomery County, GA"	"13209"	0	9060	Unreliable
	"Morgan County, GA"	"13211"	Suppressed	18170	Suppressed
	"Murray County, GA"	"13213"	0	39315	Unreliable
	"Muscogee County, GA"	"13215"	19	197485	Unreliable
	"Newton County, GA"	"13217"	Suppressed	106999	Suppressed
	"Oconee County, GA"	"13219"	Suppressed	36838	Suppressed
	"Oglethorpe County, GA"	"13221"	0	14921	Unreliable
	"Paulding County, GA"	"13223"	Suppressed	155825	Suppressed
	"Peach County, GA"	"13225"	Suppressed	26655	Suppressed
	"Pickens County, GA"	"13227"	0	30832	Unreliable
	"Pierce County, GA"	"13229"	Suppressed	19171	Suppressed
	"Pike County, GA"	"13231"	0	17941	Unreliable
	"Polk County, GA"	"13233"	Suppressed	41776	Suppressed
	"Pulaski County, GA"	"13235"	Suppressed	11251	Suppressed
	"Putnam County, GA"	"13237"	0	21477	Unreliable
	"Quitman County, GA"	"13239"	Suppressed	2335	Suppressed
	"Rabun County, GA"	"13241"	0	16559	Unreliable
	"Randolph County, GA"	"13243"	0	7177	Unreliable
	"Richmond County, GA"	"13245"	21	201647	10.4
	"Rockdale County, GA"	"13247"	Suppressed	89355	Suppressed
	"Schley County, GA"	"13249"	0	5098	Unreliable
	"Screven County, GA"	"13251"	Suppressed	14044	Suppressed
	"Seminole County, GA"	"13253"	0	8468	Unreliable
	"Spalding County, GA"	"13255"	Suppressed	64806	Suppressed
	"Stephens County, GA"	"13257"	Suppressed	25751	Suppressed
	"Stewart County, GA"	"13259"	0	5705	Unreliable
	"Sumter County, GA"	"13261"	Suppressed	30389	Suppressed
	"Talbot County, GA"	"13263"	0	6171	Unreliable
	"Taliaferro County, GA"	"13265"	0	1593	Unreliable
	"Tattnall County, GA"	"13267"	Suppressed	25092	Suppressed
	"Taylor County, GA"	"13269"	0	8232	Unreliable
	"Telfair County, GA"	"13271"	Suppressed	15965	Suppressed
	"Terrell County, GA"	"13273"	0	8967	Unreliable
	"Thomas County, GA"	"13275"	0	45248	Unreliable
	"Tift County, GA"	"13277"	Suppressed	40828	Suppressed
	"Toombs County, GA"	"13279"	Suppressed	27196	Suppressed
	"Towns County, GA"	"13281"	0	11391	Unreliable
	"Treutlen County, GA"	"13283"	0	6637	Unreliable
	"Troup County, GA"	"13285"	Suppressed	70005	Suppressed
	"Turner County, GA"	"13287"	0	8030	Unreliable
	"Twiggs County, GA"	"13289"	Suppressed	8171	Suppressed
	"Union County, GA"	"13291"	0	22928	Unreliable
	"Upson County, GA"	"13293"	Suppressed	26335	Suppressed
	"Walker County, GA"	"13295"	Suppressed	67896	Suppressed
	"Walton County, GA"	"13297"	Suppressed	90184	Suppressed
	"Ware County, GA"	"13299"	Suppressed	35738	Suppressed
	"Warren County, GA"	"13301"	Suppressed	5442	Suppressed
	"Washington County, GA"	"13303"	Suppressed	20457	Suppressed
	"Wayne County, GA"	"13305"	Suppressed	30104	Suppressed
	"Webster County, GA"	"13307"	0	2599	Unreliable
	"Wheeler County, GA"	"13309"	Suppressed	7978	Suppressed
	"White County, GA"	"13311"	Suppressed	28884	Suppressed
	"Whitfield County, GA"	"13313"	0	104589	Unreliable
	"Wilcox County, GA"	"13315"	0	8761	Unreliable
	"Wilkes County, GA"	"13317"	0	9805	Unreliable
	"Wilkinson County, GA"	"13319"	Suppressed	9104	Suppressed
	"Worth County, GA"	"13321"	0	20748	Unreliable
	"Hawaii County, HI"	"15001"	10	198449	Unreliable
	"Honolulu County, HI"	"15003"	Suppressed	992605	Suppressed
	"Kalawao County, HI"	"15005"	0	88	Unreliable
	"Kauai County, HI"	"15007"	Suppressed	72029	Suppressed
	"Maui County, HI"	"15009"	Suppressed	165386	Suppressed
	"Ada County, ID"	"16001"	Suppressed	444028	Suppressed
	"Adams County, ID"	"16003"	0	3900	Unreliable
	"Bannock County, ID"	"16005"	Suppressed	84377	Suppressed
	"Bear Lake County, ID"	"16007"	0	5945	Unreliable
	"Benewah County, ID"	"16009"	Suppressed	9092	Suppressed
	"Bingham County, ID"	"16011"	Suppressed	45201	Suppressed
	"Blaine County, ID"	"16013"	0	21791	Unreliable
	"Boise County, ID"	"16015"	0	7124	Unreliable
	"Bonner County, ID"	"16017"	0	42536	Unreliable
	"Bonneville County, ID"	"16019"	0	112232	Unreliable
	"Boundary County, ID"	"16021"	0	11681	Unreliable
	"Butte County, ID"	"16023"	0	2501	Unreliable
	"Camas County, ID"	"16025"	0	1072	Unreliable
	"Canyon County, ID"	"16027"	0	211698	Unreliable
	"Caribou County, ID"	"16029"	0	6887	Unreliable
	"Cassia County, ID"	"16031"	0	23504	Unreliable
	"Clark County, ID"	"16033"	0	860	Unreliable
	"Clearwater County, ID"	"16035"	0	8497	Unreliable
	"Custer County, ID"	"16037"	0	4096	Unreliable
	"Elmore County, ID"	"16039"	0	26018	Unreliable
	"Franklin County, ID"	"16041"	0	13406	Unreliable
	"Fremont County, ID"	"16043"	0	12943	Unreliable
	"Gem County, ID"	"16045"	0	17184	Unreliable
	"Gooding County, ID"	"16047"	Suppressed	15185	Suppressed
	"Idaho County, ID"	"16049"	0	16156	Unreliable
	"Jefferson County, ID"	"16051"	0	27839	Unreliable
	"Jerome County, ID"	"16053"	0	22994	Unreliable
	"Kootenai County, ID"	"16055"	Suppressed	154311	Suppressed
	"Latah County, ID"	"16057"	0	39196	Unreliable
	"Lemhi County, ID"	"16059"	0	7723	Unreliable
	"Lewis County, ID"	"16061"	Suppressed	3853	Suppressed
	"Lincoln County, ID"	"16063"	0	5271	Unreliable
	"Madison County, ID"	"16065"	0	39048	Unreliable
	"Minidoka County, ID"	"16067"	0	20616	Unreliable
	"Nez Perce County, ID"	"16069"	0	40369	Unreliable
	"Oneida County, ID"	"16071"	0	4343	Unreliable
	"Owyhee County, ID"	"16073"	0	11389	Unreliable
	"Payette County, ID"	"16075"	0	23026	Unreliable
	"Power County, ID"	"16077"	0	7654	Unreliable
	"Shoshone County, ID"	"16079"	0	12452	Unreliable
	"Teton County, ID"	"16081"	Suppressed	10960	Suppressed
	"Twin Falls County, ID"	"16083"	Suppressed	83514	Suppressed
	"Valley County, ID"	"16085"	0	10496	Unreliable
	"Washington County, ID"	"16087"	0	10172	Unreliable
	"Adams County, IL"	"17001"	0	66578	Unreliable
	"Alexander County, IL"	"17003"	0	6478	Unreliable
	"Bond County, IL"	"17005"	0	16824	Unreliable
	"Boone County, IL"	"17007"	Suppressed	53503	Suppressed
	"Brown County, IL"	"17009"	0	6762	Unreliable
	"Bureau County, IL"	"17011"	0	33359	Unreliable
	"Calhoun County, IL"	"17013"	0	4894	Unreliable
	"Carroll County, IL"	"17015"	0	14539	Unreliable
	"Cass County, IL"	"17017"	0	12676	Unreliable
	"Champaign County, IL"	"17019"	Suppressed	208419	Suppressed
	"Christian County, IL"	"17021"	0	33309	Unreliable
	"Clark County, IL"	"17023"	Suppressed	15938	Suppressed
	"Clay County, IL"	"17025"	0	13300	Unreliable
	"Clinton County, IL"	"17027"	0	37729	Unreliable
	"Coles County, IL"	"17029"	Suppressed	52343	Suppressed
	"Cook County, IL"	"17031"	778	5203499	15.0
	"Crawford County, IL"	"17033"	0	19308	Unreliable
	"Cumberland County, IL"	"17035"	0	10858	Unreliable
	"DeKalb County, IL"	"17037"	0	104528	Unreliable
	"De Witt County, IL"	"17039"	0	16226	Unreliable
	"Douglas County, IL"	"17041"	0	19630	Unreliable
	"DuPage County, IL"	"17043"	Suppressed	929368	Suppressed
	"Edgar County, IL"	"17045"	0	17566	Unreliable
	"Edwards County, IL"	"17047"	0	6523	Unreliable
	"Effingham County, IL"	"17049"	0	34386	Unreliable
	"Fayette County, IL"	"17051"	0	21789	Unreliable
	"Ford County, IL"	"17053"	0	13575	Unreliable
	"Franklin County, IL"	"17055"	Suppressed	39156	Suppressed
	"Fulton County, IL"	"17057"	Suppressed	35536	Suppressed
	"Gallatin County, IL"	"17059"	0	5212	Unreliable
	"Greene County, IL"	"17061"	0	13093	Unreliable
	"Grundy County, IL"	"17063"	Suppressed	50437	Suppressed
	"Hamilton County, IL"	"17065"	Suppressed	8061	Suppressed
	"Hancock County, IL"	"17067"	0	18508	Unreliable
	"Hardin County, IL"	"17069"	0	4024	Unreliable
	"Henderson County, IL"	"17071"	0	6869	Unreliable
	"Henry County, IL"	"17073"	0	49280	Unreliable
	"Iroquois County, IL"	"17075"	Suppressed	28334	Suppressed
	"Jackson County, IL"	"17077"	Suppressed	58870	Suppressed
	"Jasper County, IL"	"17079"	0	9536	Unreliable
	"Jefferson County, IL"	"17081"	0	38460	Unreliable
	"Jersey County, IL"	"17083"	0	22025	Unreliable
	"Jo Daviess County, IL"	"17085"	0	21770	Unreliable
	"Johnson County, IL"	"17087"	0	12902	Unreliable
	"Kane County, IL"	"17089"	14	531715	Unreliable
	"Kankakee County, IL"	"17091"	Suppressed	110008	Suppressed
	"Kendall County, IL"	"17093"	Suppressed	124695	Suppressed
	"Knox County, IL"	"17095"	Suppressed	50938	Suppressed
	"Lake County, IL"	"17097"	13	703047	Unreliable
	"LaSalle County, IL"	"17099"	Suppressed	110642	Suppressed
	"Lawrence County, IL"	"17101"	0	16377	Unreliable
	"Lee County, IL"	"17103"	0	34251	Unreliable
	"Livingston County, IL"	"17105"	0	36526	Unreliable
	"Logan County, IL"	"17107"	0	29527	Unreliable
	"McDonough County, IL"	"17109"	0	30996	Unreliable
	"McHenry County, IL"	"17111"	0	307004	Unreliable
	"McLean County, IL"	"17113"	Suppressed	172418	Suppressed
	"Macon County, IL"	"17115"	0	106550	Unreliable
	"Macoupin County, IL"	"17117"	Suppressed	45908	Suppressed
	"Madison County, IL"	"17119"	Suppressed	265759	Suppressed
	"Marion County, IL"	"17121"	Suppressed	38140	Suppressed
	"Marshall County, IL"	"17123"	0	11939	Unreliable
	"Mason County, IL"	"17125"	0	13507	Unreliable
	"Massac County, IL"	"17127"	Suppressed	14658	Suppressed
	"Menard County, IL"	"17129"	0	12516	Unreliable
	"Mercer County, IL"	"17131"	0	15730	Unreliable
	"Monroe County, IL"	"17133"	0	34068	Unreliable
	"Montgomery County, IL"	"17135"	0	28952	Unreliable
	"Morgan County, IL"	"17137"	0	34277	Unreliable
	"Moultrie County, IL"	"17139"	0	14827	Unreliable
	"Ogle County, IL"	"17141"	0	51273	Unreliable
	"Peoria County, IL"	"17143"	Suppressed	185006	Suppressed
	"Perry County, IL"	"17145"	0	21357	Unreliable
	"Piatt County, IL"	"17147"	0	16560	Unreliable
	"Pike County, IL"	"17149"	0	15950	Unreliable
	"Pope County, IL"	"17151"	0	4157	Unreliable
	"Pulaski County, IL"	"17153"	0	5619	Unreliable
	"Putnam County, IL"	"17155"	0	5611	Unreliable
	"Randolph County, IL"	"17157"	0	32621	Unreliable
	"Richland County, IL"	"17159"	0	15930	Unreliable
	"Rock Island County, IL"	"17161"	Suppressed	144784	Suppressed
	"St. Clair County, IL"	"17163"	33	262759	12.6
	"Saline County, IL"	"17165"	0	24307	Unreliable
	"Sangamon County, IL"	"17167"	Suppressed	197499	Suppressed
	"Schuyler County, IL"	"17169"	0	6923	Unreliable
	"Scott County, IL"	"17171"	0	5053	Unreliable
	"Shelby County, IL"	"17173"	0	21717	Unreliable
	"Stark County, IL"	"17175"	0	5776	Unreliable
	"Stephenson County, IL"	"17177"	0	45624	Unreliable
	"Tazewell County, IL"	"17179"	Suppressed	134385	Suppressed
	"Union County, IL"	"17181"	0	17212	Unreliable
	"Vermilion County, IL"	"17183"	Suppressed	78111	Suppressed
	"Wabash County, IL"	"17185"	0	11492	Unreliable
	"Warren County, IL"	"17187"	0	17378	Unreliable
	"Washington County, IL"	"17189"	0	14154	Unreliable
	"Wayne County, IL"	"17191"	0	16396	Unreliable
	"White County, IL"	"17193"	0	14292	Unreliable
	"Whiteside County, IL"	"17195"	0	56536	Unreliable
	"Will County, IL"	"17197"	17	689529	Unreliable
	"Williamson County, IL"	"17199"	0	67560	Unreliable
	"Winnebago County, IL"	"17201"	18	285873	Unreliable
	"Woodford County, IL"	"17203"	0	39140	Unreliable
	"Adams County, IN"	"18001"	Suppressed	35232	Suppressed
	"Allen County, IN"	"18003"	44	370404	11.9
	"Bartholomew County, IN"	"18005"	Suppressed	81402	Suppressed
	"Benton County, IN"	"18007"	0	8650	Unreliable
	"Blackford County, IN"	"18009"	0	12149	Unreliable
	"Boone County, IN"	"18011"	Suppressed	64653	Suppressed
	"Brown County, IN"	"18013"	0	14912	Unreliable
	"Carroll County, IN"	"18015"	0	19970	Unreliable
	"Cass County, IN"	"18017"	Suppressed	37946	Suppressed
	"Clark County, IN"	"18019"	Suppressed	116031	Suppressed
	"Clay County, IN"	"18021"	Suppressed	26309	Suppressed
	"Clinton County, IN"	"18023"	Suppressed	32457	Suppressed
	"Crawford County, IN"	"18025"	0	10539	Unreliable
	"Daviess County, IN"	"18027"	0	32969	Unreliable
	"Dearborn County, IN"	"18029"	0	49331	Unreliable
	"Decatur County, IN"	"18031"	Suppressed	26598	Suppressed
	"De Kalb County, IN"	"18033"	Suppressed	42746	Suppressed
	"Delaware County, IN"	"18035"	Suppressed	115603	Suppressed
	"Dubois County, IN"	"18037"	0	42552	Unreliable
	"Elkhart County, IN"	"18039"	16	203781	Unreliable
	"Fayette County, IN"	"18041"	0	23331	Unreliable
	"Floyd County, IN"	"18043"	Suppressed	76990	Suppressed
	"Fountain County, IN"	"18045"	0	16486	Unreliable
	"Franklin County, IN"	"18047"	Suppressed	22715	Suppressed
	"Fulton County, IN"	"18049"	0	20139	Unreliable
	"Gibson County, IN"	"18051"	0	33703	Unreliable
	"Grant County, IN"	"18053"	Suppressed	66937	Suppressed
	"Greene County, IN"	"18055"	0	32211	Unreliable
	"Hamilton County, IN"	"18057"	Suppressed	316373	Suppressed
	"Hancock County, IN"	"18059"	Suppressed	73717	Suppressed
	"Harrison County, IN"	"18061"	Suppressed	39826	Suppressed
	"Hendricks County, IN"	"18063"	Suppressed	160610	Suppressed
	"Henry County, IN"	"18065"	Suppressed	48521	Suppressed
	"Howard County, IN"	"18067"	Suppressed	82568	Suppressed
	"Huntington County, IN"	"18069"	0	36400	Unreliable
	"Jackson County, IN"	"18071"	Suppressed	44013	Suppressed
	"Jasper County, IN"	"18073"	0	33433	Unreliable
	"Jay County, IN"	"18075"	0	21046	Unreliable
	"Jefferson County, IN"	"18077"	0	32418	Unreliable
	"Jennings County, IN"	"18079"	0	27758	Unreliable
	"Johnson County, IN"	"18081"	0	151982	Unreliable
	"Knox County, IN"	"18083"	Suppressed	37744	Suppressed
	"Kosciusko County, IN"	"18085"	0	79092	Unreliable
	"Lagrange County, IN"	"18087"	0	39110	Unreliable
	"Lake County, IN"	"18089"	64	485846	13.2
	"La Porte County, IN"	"18091"	Suppressed	110015	Suppressed
	"Lawrence County, IN"	"18093"	0	45518	Unreliable
	"Madison County, IN"	"18095"	Suppressed	129296	Suppressed
	"Marion County, IN"	"18097"	155	941229	16.5
	"Marshall County, IN"	"18099"	Suppressed	46556	Suppressed
	"Martin County, IN"	"18101"	0	10171	Unreliable
	"Miami County, IN"	"18103"	0	35883	Unreliable
	"Monroe County, IN"	"18105"	Suppressed	145496	Suppressed
	"Montgomery County, IN"	"18107"	0	38074	Unreliable
	"Morgan County, IN"	"18109"	Suppressed	69698	Suppressed
	"Newton County, IN"	"18111"	0	13924	Unreliable
	"Noble County, IN"	"18113"	0	47638	Unreliable
	"Ohio County, IN"	"18115"	0	5932	Unreliable
	"Orange County, IN"	"18117"	0	19335	Unreliable
	"Owen County, IN"	"18119"	Suppressed	20840	Suppressed
	"Parke County, IN"	"18121"	0	16800	Unreliable
	"Perry County, IN"	"18123"	0	18966	Unreliable
	"Pike County, IN"	"18125"	0	12431	Unreliable
	"Porter County, IN"	"18127"	0	167791	Unreliable
	"Posey County, IN"	"18129"	0	25476	Unreliable
	"Pulaski County, IN"	"18131"	0	12660	Unreliable
	"Putnam County, IN"	"18133"	0	37436	Unreliable
	"Randolph County, IN"	"18135"	0	25082	Unreliable
	"Ripley County, IN"	"18137"	Suppressed	28846	Suppressed
	"Rush County, IN"	"18139"	0	16649	Unreliable
	"St. Joseph County, IN"	"18141"	12	269141	Unreliable
	"Scott County, IN"	"18143"	Suppressed	23730	Suppressed
	"Shelby County, IN"	"18145"	0	44324	Unreliable
	"Spencer County, IN"	"18147"	Suppressed	20648	Suppressed
	"Starke County, IN"	"18149"	0	23009	Unreliable
	"Steuben County, IN"	"18151"	Suppressed	34116	Suppressed
	"Sullivan County, IN"	"18153"	0	20802	Unreliable
	"Switzerland County, IN"	"18155"	0	10527	Unreliable
	"Tippecanoe County, IN"	"18157"	Suppressed	188059	Suppressed
	"Tipton County, IN"	"18159"	0	15182	Unreliable
	"Union County, IN"	"18161"	Suppressed	7212	Suppressed
	"Vanderburgh County, IN"	"18163"	Suppressed	181721	Suppressed
	"Vermillion County, IN"	"18165"	0	15645	Unreliable
	"Vigo County, IN"	"18167"	Suppressed	107931	Suppressed
	"Wabash County, IN"	"18169"	0	31762	Unreliable
	"Warren County, IN"	"18171"	0	8166	Unreliable
	"Warrick County, IN"	"18173"	Suppressed	62498	Suppressed
	"Washington County, IN"	"18175"	Suppressed	27670	Suppressed
	"Wayne County, IN"	"18177"	Suppressed	66568	Suppressed
	"Wells County, IN"	"18179"	0	27949	Unreliable
	"White County, IN"	"18181"	0	23999	Unreliable
	"Whitley County, IN"	"18183"	0	33449	Unreliable
	"Adair County, IA"	"19001"	0	7092	Unreliable
	"Adams County, IA"	"19003"	0	3693	Unreliable
	"Allamakee County, IA"	"19005"	0	13884	Unreliable
	"Appanoose County, IA"	"19007"	0	12462	Unreliable
	"Audubon County, IA"	"19009"	0	5678	Unreliable
	"Benton County, IA"	"19011"	0	25699	Unreliable
	"Black Hawk County, IA"	"19013"	Suppressed	132904	Suppressed
	"Boone County, IA"	"19015"	Suppressed	26532	Suppressed
	"Bremer County, IA"	"19017"	0	24798	Unreliable
	"Buchanan County, IA"	"19019"	0	20992	Unreliable
	"Buena Vista County, IA"	"19021"	0	20332	Unreliable
	"Butler County, IA"	"19023"	0	14791	Unreliable
	"Calhoun County, IA"	"19025"	0	9846	Unreliable
	"Carroll County, IA"	"19027"	0	20437	Unreliable
	"Cass County, IA"	"19029"	0	13157	Unreliable
	"Cedar County, IA"	"19031"	0	18454	Unreliable
	"Cerro Gordo County, IA"	"19033"	Suppressed	43070	Suppressed
	"Cherokee County, IA"	"19035"	0	11508	Unreliable
	"Chickasaw County, IA"	"19037"	0	12023	Unreliable
	"Clarke County, IA"	"19039"	0	9309	Unreliable
	"Clay County, IA"	"19041"	0	16333	Unreliable
	"Clayton County, IA"	"19043"	0	17590	Unreliable
	"Clinton County, IA"	"19045"	0	47309	Unreliable
	"Crawford County, IA"	"19047"	0	16940	Unreliable
	"Dallas County, IA"	"19049"	0	84516	Unreliable
	"Davis County, IA"	"19051"	0	8860	Unreliable
	"Decatur County, IA"	"19053"	0	8141	Unreliable
	"Delaware County, IA"	"19055"	Suppressed	17327	Suppressed
	"Des Moines County, IA"	"19057"	Suppressed	39739	Suppressed
	"Dickinson County, IA"	"19059"	0	17243	Unreliable
	"Dubuque County, IA"	"19061"	Suppressed	97003	Suppressed
	"Emmet County, IA"	"19063"	0	9658	Unreliable
	"Fayette County, IA"	"19065"	Suppressed	20054	Suppressed
	"Floyd County, IA"	"19067"	0	15873	Unreliable
	"Franklin County, IA"	"19069"	0	10170	Unreliable
	"Fremont County, IA"	"19071"	0	6950	Unreliable
	"Greene County, IA"	"19073"	0	9011	Unreliable
	"Grundy County, IA"	"19075"	0	12313	Unreliable
	"Guthrie County, IA"	"19077"	0	10625	Unreliable
	"Hamilton County, IA"	"19079"	0	15076	Unreliable
	"Hancock County, IA"	"19081"	0	10835	Unreliable
	"Hardin County, IA"	"19083"	0	17226	Unreliable
	"Harrison County, IA"	"19085"	0	14149	Unreliable
	"Henry County, IA"	"19087"	0	19773	Unreliable
	"Howard County, IA"	"19089"	0	9332	Unreliable
	"Humboldt County, IA"	"19091"	0	9487	Unreliable
	"Ida County, IA"	"19093"	0	6985	Unreliable
	"Iowa County, IA"	"19095"	0	16311	Unreliable
	"Jackson County, IA"	"19097"	0	19472	Unreliable
	"Jasper County, IA"	"19099"	Suppressed	36708	Suppressed
	"Jefferson County, IA"	"19101"	Suppressed	18090	Suppressed
	"Johnson County, IA"	"19103"	Suppressed	146547	Suppressed
	"Jones County, IA"	"19105"	0	20439	Unreliable
	"Keokuk County, IA"	"19107"	0	10119	Unreliable
	"Kossuth County, IA"	"19109"	0	15114	Unreliable
	"Lee County, IA"	"19111"	Suppressed	34615	Suppressed
	"Linn County, IA"	"19113"	Suppressed	221661	Suppressed
	"Louisa County, IA"	"19115"	0	11142	Unreliable
	"Lucas County, IA"	"19117"	0	8647	Unreliable
	"Lyon County, IA"	"19119"	0	11754	Unreliable
	"Madison County, IA"	"19121"	0	15848	Unreliable
	"Mahaska County, IA"	"19123"	0	22181	Unreliable
	"Marion County, IA"	"19125"	0	33189	Unreliable
	"Marshall County, IA"	"19127"	0	40312	Unreliable
	"Mills County, IA"	"19129"	Suppressed	14972	Suppressed
	"Mitchell County, IA"	"19131"	0	10763	Unreliable
	"Monona County, IA"	"19133"	0	8898	Unreliable
	"Monroe County, IA"	"19135"	0	7870	Unreliable
	"Montgomery County, IA"	"19137"	0	10225	Unreliable
	"Muscatine County, IA"	"19139"	0	42940	Unreliable
	"O'Brien County, IA"	"19141"	0	14020	Unreliable
	"Osceola County, IA"	"19143"	0	6064	Unreliable
	"Page County, IA"	"19145"	0	15391	Unreliable
	"Palo Alto County, IA"	"19147"	0	9047	Unreliable
	"Plymouth County, IA"	"19149"	0	25200	Unreliable
	"Pocahontas County, IA"	"19151"	0	6886	Unreliable
	"Polk County, IA"	"19153"	15	474045	Unreliable
	"Pottawattamie County, IA"	"19155"	Suppressed	93582	Suppressed
	"Poweshiek County, IA"	"19157"	Suppressed	18533	Suppressed
	"Ringgold County, IA"	"19159"	0	5068	Unreliable
	"Sac County, IA"	"19161"	0	9876	Unreliable
	"Scott County, IA"	"19163"	Suppressed	172474	Suppressed
	"Shelby County, IA"	"19165"	0	11800	Unreliable
	"Sioux County, IA"	"19167"	0	34898	Unreliable
	"Story County, IA"	"19169"	Suppressed	97090	Suppressed
	"Tama County, IA"	"19171"	0	17319	Unreliable
	"Taylor County, IA"	"19173"	0	6216	Unreliable
	"Union County, IA"	"19175"	0	12420	Unreliable
	"Van Buren County, IA"	"19177"	0	7271	Unreliable
	"Wapello County, IA"	"19179"	Suppressed	34982	Suppressed
	"Warren County, IA"	"19181"	0	49691	Unreliable
	"Washington County, IA"	"19183"	0	22281	Unreliable
	"Wayne County, IA"	"19185"	0	6452	Unreliable
	"Webster County, IA"	"19187"	0	36769	Unreliable
	"Winnebago County, IA"	"19189"	0	10631	Unreliable
	"Winneshiek County, IA"	"19191"	Suppressed	20561	Suppressed
	"Woodbury County, IA"	"19193"	Suppressed	102779	Suppressed
	"Worth County, IA"	"19195"	0	7572	Unreliable
	"Wright County, IA"	"19197"	0	12779	Unreliable
	"Allen County, KS"	"20001"	0	12714	Unreliable
	"Anderson County, KS"	"20003"	0	7827	Unreliable
	"Atchison County, KS"	"20005"	0	16380	Unreliable
	"Barber County, KS"	"20007"	0	4688	Unreliable
	"Barton County, KS"	"20009"	0	26775	Unreliable
	"Bourbon County, KS"	"20011"	0	14617	Unreliable
	"Brown County, KS"	"20013"	0	9684	Unreliable
	"Butler County, KS"	"20015"	Suppressed	67025	Suppressed
	"Chase County, KS"	"20017"	0	2669	Unreliable
	"Chautauqua County, KS"	"20019"	0	3374	Unreliable
	"Cherokee County, KS"	"20021"	0	20246	Unreliable
	"Cheyenne County, KS"	"20023"	0	2661	Unreliable
	"Clark County, KS"	"20025"	0	2072	Unreliable
	"Clay County, KS"	"20027"	0	8143	Unreliable
	"Cloud County, KS"	"20029"	0	9150	Unreliable
	"Coffey County, KS"	"20031"	0	8433	Unreliable
	"Comanche County, KS"	"20033"	0	1862	Unreliable
	"Cowley County, KS"	"20035"	0	35753	Unreliable
	"Crawford County, KS"	"20037"	0	39164	Unreliable
	"Decatur County, KS"	"20039"	0	2832	Unreliable
	"Dickinson County, KS"	"20041"	0	19064	Unreliable
	"Doniphan County, KS"	"20043"	0	7664	Unreliable
	"Douglas County, KS"	"20045"	Suppressed	119440	Suppressed
	"Edwards County, KS"	"20047"	0	2938	Unreliable
	"Elk County, KS"	"20049"	0	2547	Unreliable
	"Ellis County, KS"	"20051"	0	28893	Unreliable
	"Ellsworth County, KS"	"20053"	0	6328	Unreliable
	"Finney County, KS"	"20055"	Suppressed	36722	Suppressed
	"Ford County, KS"	"20057"	Suppressed	33971	Suppressed
	"Franklin County, KS"	"20059"	Suppressed	25560	Suppressed
	"Geary County, KS"	"20061"	0	35586	Unreliable
	"Gove County, KS"	"20063"	0	2589	Unreliable
	"Graham County, KS"	"20065"	0	2564	Unreliable
	"Grant County, KS"	"20067"	Suppressed	7646	Suppressed
	"Gray County, KS"	"20069"	0	6034	Unreliable
	"Greeley County, KS"	"20071"	0	1296	Unreliable
	"Greenwood County, KS"	"20073"	0	6151	Unreliable
	"Hamilton County, KS"	"20075"	0	2536	Unreliable
	"Harper County, KS"	"20077"	0	5685	Unreliable
	"Harvey County, KS"	"20079"	Suppressed	34913	Suppressed
	"Haskell County, KS"	"20081"	0	4006	Unreliable
	"Hodgeman County, KS"	"20083"	0	1870	Unreliable
	"Jackson County, KS"	"20085"	0	13291	Unreliable
	"Jefferson County, KS"	"20087"	0	18897	Unreliable
	"Jewell County, KS"	"20089"	0	2901	Unreliable
	"Johnson County, KS"	"20091"	Suppressed	584451	Suppressed
