"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Juneau Borough, AK"	"02110"	Suppressed	32468	Suppressed
	"Kenai Peninsula Borough, AK"	"02122"	0	58506	Unreliable
	"Ketchikan Gateway Borough, AK"	"02130"	0	13746	Unreliable
	"Kodiak Island Borough, AK"	"02150"	0	13732	Unreliable
	"Lake and Peninsula Borough, AK"	"02164"	0	1562	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	Suppressed	104365	Suppressed
	"Nome Census Area, AK"	"02180"	Suppressed	9917	Suppressed
	"North Slope Borough, AK"	"02185"	Suppressed	9606	Suppressed
	"Northwest Arctic Borough, AK"	"02188"	Suppressed	7673	Suppressed
	"Petersburg Borough/Census Area, AK"	"02195"	0	3149	Unreliable
	"Prince of Wales-Hyder Census Area, AK"	"02198"	0	6347	Unreliable
	"Prince of Wales-Outer Ketchikan Census Area, AK"	"02201"	Missing	Missing	Missing
	"Sitka Borough, AK"	"02220"	0	8830	Unreliable
	"Skagway Municipality, AK"	"02230"	0	1088	Unreliable
	"Skagway-Hoonah-Angoon Census Area, AK"	"02232"	Missing	Missing	Missing
	"Southeast Fairbanks Census Area, AK"	"02240"	Suppressed	6876	Suppressed
	"Valdez-Cordova Census Area, AK"	"02261"	0	9355	Unreliable
	"Wade Hampton Census Area, AK"	"02270"	0	8049	Unreliable
	"Wrangell City and Borough, AK"	"02275"	0	2411	Unreliable
	"Wrangell-Petersburg Census Area, AK"	"02280"	Missing	Missing	Missing
	"Yakutat Borough, AK"	"02282"	0	601	Unreliable
	"Yukon-Koyukuk Census Area, AK"	"02290"	0	5526	Unreliable
	"Apache County, AZ"	"04001"	Suppressed	73112	Suppressed
	"Cochise County, AZ"	"04003"	Suppressed	125770	Suppressed
	"Coconino County, AZ"	"04005"	Suppressed	140908	Suppressed
	"Gila County, AZ"	"04007"	0	53556	Unreliable
	"Graham County, AZ"	"04009"	0	37599	Unreliable
	"Greenlee County, AZ"	"04011"	0	9613	Unreliable
	"La Paz County, AZ"	"04012"	0	20317	Unreliable
	"Maricopa County, AZ"	"04013"	212	4242997	5.0
	"Mohave County, AZ"	"04015"	12	205249	Unreliable
	"Navajo County, AZ"	"04017"	Suppressed	110026	Suppressed
	"Pima County, AZ"	"04019"	36	1016206	3.5
	"Pinal County, AZ"	"04021"	15	418540	Unreliable
	"Santa Cruz County, AZ"	"04023"	0	45985	Unreliable
	"Yavapai County, AZ"	"04025"	Suppressed	225562	Suppressed
	"Yuma County, AZ"	"04027"	Suppressed	205631	Suppressed
	"Arkansas County, AR"	"05001"	0	18214	Unreliable
	"Ashley County, AR"	"05003"	Suppressed	20492	Suppressed
	"Baxter County, AR"	"05005"	0	41062	Unreliable
	"Benton County, AR"	"05007"	Suppressed	258291	Suppressed
	"Boone County, AR"	"05009"	Suppressed	37304	Suppressed
	"Bradley County, AR"	"05011"	Suppressed	10996	Suppressed
	"Calhoun County, AR"	"05013"	0	5144	Unreliable
	"Carroll County, AR"	"05015"	Suppressed	27646	Suppressed
	"Chicot County, AR"	"05017"	Suppressed	10945	Suppressed
	"Clark County, AR"	"05019"	0	22657	Unreliable
	"Clay County, AR"	"05021"	Suppressed	14920	Suppressed
	"Cleburne County, AR"	"05023"	Suppressed	25264	Suppressed
	"Cleveland County, AR"	"05025"	0	8241	Unreliable
	"Columbia County, AR"	"05027"	Suppressed	23901	Suppressed
	"Conway County, AR"	"05029"	0	20937	Unreliable
	"Craighead County, AR"	"05031"	Suppressed	105835	Suppressed
	"Crawford County, AR"	"05033"	Suppressed	62267	Suppressed
	"Crittenden County, AR"	"05035"	13	49235	Unreliable
	"Cross County, AR"	"05037"	Suppressed	17037	Suppressed
	"Dallas County, AR"	"05039"	Suppressed	7469	Suppressed
	"Desha County, AR"	"05041"	0	11876	Unreliable
	"Drew County, AR"	"05043"	Suppressed	18651	Suppressed
	"Faulkner County, AR"	"05045"	Suppressed	122227	Suppressed
	"Franklin County, AR"	"05047"	0	17626	Unreliable
	"Fulton County, AR"	"05049"	0	12123	Unreliable
	"Garland County, AR"	"05051"	Suppressed	97477	Suppressed
	"Grant County, AR"	"05053"	0	18082	Unreliable
	"Greene County, AR"	"05055"	0	44598	Unreliable
	"Hempstead County, AR"	"05057"	Suppressed	21974	Suppressed
	"Hot Spring County, AR"	"05059"	Suppressed	33374	Suppressed
	"Howard County, AR"	"05061"	0	13377	Unreliable
	"Independence County, AR"	"05063"	0	37168	Unreliable
	"Izard County, AR"	"05065"	0	13433	Unreliable
	"Jackson County, AR"	"05067"	Suppressed	17221	Suppressed
	"Jefferson County, AR"	"05069"	11	70016	Unreliable
	"Johnson County, AR"	"05071"	Suppressed	26176	Suppressed
	"Lafayette County, AR"	"05073"	Suppressed	6847	Suppressed
	"Lawrence County, AR"	"05075"	0	16735	Unreliable
	"Lee County, AR"	"05077"	0	9310	Unreliable
	"Lincoln County, AR"	"05079"	0	13705	Unreliable
	"Little River County, AR"	"05081"	Suppressed	12451	Suppressed
	"Logan County, AR"	"05083"	0	21792	Unreliable
	"Lonoke County, AR"	"05085"	Suppressed	72228	Suppressed
	"Madison County, AR"	"05087"	0	16072	Unreliable
	"Marion County, AR"	"05089"	0	16325	Unreliable
	"Miller County, AR"	"05091"	Suppressed	43787	Suppressed
	"Mississippi County, AR"	"05093"	10	42835	Unreliable
	"Monroe County, AR"	"05095"	Suppressed	7169	Suppressed
	"Montgomery County, AR"	"05097"	Suppressed	8879	Suppressed
	"Nevada County, AR"	"05099"	0	8398	Unreliable
	"Newton County, AR"	"05101"	0	7936	Unreliable
	"Ouachita County, AR"	"05103"	Suppressed	24098	Suppressed
	"Perry County, AR"	"05105"	0	10132	Unreliable
	"Phillips County, AR"	"05107"	Suppressed	18975	Suppressed
	"Pike County, AR"	"05109"	0	10832	Unreliable
	"Poinsett County, AR"	"05111"	Suppressed	24023	Suppressed
	"Polk County, AR"	"05113"	Suppressed	20173	Suppressed
	"Pope County, AR"	"05115"	Suppressed	63779	Suppressed
	"Prairie County, AR"	"05117"	0	8251	Unreliable
	"Pulaski County, AR"	"05119"	52	393250	13.2
	"Randolph County, AR"	"05121"	Suppressed	17448	Suppressed
	"St. Francis County, AR"	"05123"	0	26196	Unreliable
	"Saline County, AR"	"05125"	Suppressed	118703	Suppressed
	"Scott County, AR"	"05127"	0	10277	Unreliable
	"Searcy County, AR"	"05129"	Suppressed	7967	Suppressed
	"Sebastian County, AR"	"05131"	Suppressed	127793	Suppressed
	"Sevier County, AR"	"05133"	Suppressed	16910	Suppressed
	"Sharp County, AR"	"05135"	0	17157	Unreliable
	"Stone County, AR"	"05137"	0	12539	Unreliable
	"Union County, AR"	"05139"	Suppressed	39887	Suppressed
	"Van Buren County, AR"	"05141"	Suppressed	16628	Suppressed
	"Washington County, AR"	"05143"	Suppressed	228049	Suppressed
	"White County, AR"	"05145"	Suppressed	79263	Suppressed
	"Woodruff County, AR"	"05147"	0	6641	Unreliable
	"Yell County, AR"	"05149"	Suppressed	21552	Suppressed
	"Alameda County, CA"	"06001"	102	1647704	6.2
	"Alpine County, CA"	"06003"	Suppressed	1071	Suppressed
	"Amador County, CA"	"06005"	Suppressed	37383	Suppressed
	"Butte County, CA"	"06007"	Suppressed	226864	Suppressed
	"Calaveras County, CA"	"06009"	Suppressed	45171	Suppressed
	"Colusa County, CA"	"06011"	0	21588	Unreliable
	"Contra Costa County, CA"	"06013"	62	1135127	5.5
	"Del Norte County, CA"	"06015"	Suppressed	27540	Suppressed
	"El Dorado County, CA"	"06017"	Suppressed	185625	Suppressed
	"Fresno County, CA"	"06019"	48	979915	4.9
	"Glenn County, CA"	"06021"	Suppressed	28085	Suppressed
	"Humboldt County, CA"	"06023"	10	136646	Unreliable
	"Imperial County, CA"	"06025"	Suppressed	180883	Suppressed
	"Inyo County, CA"	"06027"	Suppressed	18144	Suppressed
	"Kern County, CA"	"06029"	64	884788	7.2
	"Kings County, CA"	"06031"	11	149785	Unreliable
	"Lake County, CA"	"06033"	Suppressed	64116	Suppressed
	"Lassen County, CA"	"06035"	Suppressed	30870	Suppressed
	"Los Angeles County, CA"	"06037"	488	10137915	4.8
	"Madera County, CA"	"06039"	Suppressed	154697	Suppressed
	"Marin County, CA"	"06041"	Suppressed	260651	Suppressed
	"Mariposa County, CA"	"06043"	0	17410	Unreliable
	"Mendocino County, CA"	"06045"	0	87628	Unreliable
	"Merced County, CA"	"06047"	10	268672	Unreliable
	"Modoc County, CA"	"06049"	Suppressed	8795	Suppressed
	"Mono County, CA"	"06051"	Suppressed	13981	Suppressed
	"Monterey County, CA"	"06053"	47	435232	10.8
	"Napa County, CA"	"06055"	0	142166	Unreliable
	"Nevada County, CA"	"06057"	Suppressed	99107	Suppressed
	"Orange County, CA"	"06059"	42	3172532	1.3
	"Placer County, CA"	"06061"	Suppressed	380531	Suppressed
	"Plumas County, CA"	"06063"	0	18627	Unreliable
	"Riverside County, CA"	"06065"	58	2387741	2.4
	"Sacramento County, CA"	"06067"	68	1514460	4.5
	"San Benito County, CA"	"06069"	Suppressed	59414	Suppressed
	"San Bernardino County, CA"	"06071"	108	2140096	5.0
	"San Diego County, CA"	"06073"	50	3317749	1.5
	"San Francisco County, CA"	"06075"	29	870887	3.3
	"San Joaquin County, CA"	"06077"	56	733709	7.6
	"San Luis Obispo County, CA"	"06079"	Suppressed	282887	Suppressed
	"San Mateo County, CA"	"06081"	15	764797	Unreliable
	"Santa Barbara County, CA"	"06083"	10	446170	Unreliable
	"Santa Clara County, CA"	"06085"	31	1919402	1.6
	"Santa Cruz County, CA"	"06087"	Suppressed	274673	Suppressed
	"Shasta County, CA"	"06089"	Suppressed	179631	Suppressed
	"Sierra County, CA"	"06091"	0	2947	Unreliable
	"Siskiyou County, CA"	"06093"	Suppressed	43603	Suppressed
	"Solano County, CA"	"06095"	20	440207	4.5
	"Sonoma County, CA"	"06097"	Suppressed	503070	Suppressed
	"Stanislaus County, CA"	"06099"	17	541560	Unreliable
	"Sutter County, CA"	"06101"	Suppressed	96651	Suppressed
	"Tehama County, CA"	"06103"	0	63276	Unreliable
	"Trinity County, CA"	"06105"	Suppressed	12782	Suppressed
	"Tulare County, CA"	"06107"	29	460437	6.3
	"Tuolumne County, CA"	"06109"	0	53804	Unreliable
	"Ventura County, CA"	"06111"	21	849738	2.5
	"Yolo County, CA"	"06113"	Suppressed	215802	Suppressed
	"Yuba County, CA"	"06115"	Suppressed	75275	Suppressed
	"Adams County, CO"	"08001"	17	498187	Unreliable
	"Alamosa County, CO"	"08003"	Suppressed	16654	Suppressed
	"Arapahoe County, CO"	"08005"	23	637068	3.6
	"Archuleta County, CO"	"08007"	0	12854	Unreliable
	"Baca County, CO"	"08009"	0	3568	Unreliable
	"Bent County, CO"	"08011"	0	5861	Unreliable
	"Boulder County, CO"	"08013"	Suppressed	322226	Suppressed
	"Broomfield County, CO"	"08014"	Suppressed	66529	Suppressed
	"Chaffee County, CO"	"08015"	0	19058	Unreliable
	"Cheyenne County, CO"	"08017"	0	1848	Unreliable
	"Clear Creek County, CO"	"08019"	Suppressed	9436	Suppressed
	"Conejos County, CO"	"08021"	0	8129	Unreliable
	"Costilla County, CO"	"08023"	0	3721	Unreliable
	"Crowley County, CO"	"08025"	0	5694	Unreliable
	"Custer County, CO"	"08027"	0	4602	Unreliable
	"Delta County, CO"	"08029"	0	30442	Unreliable
	"Denver County, CO"	"08031"	36	693060	5.2
	"Dolores County, CO"	"08033"	0	2056	Unreliable
	"Douglas County, CO"	"08035"	Suppressed	328632	Suppressed
	"Eagle County, CO"	"08037"	0	53989	Unreliable
	"Elbert County, CO"	"08039"	0	25231	Unreliable
	"El Paso County, CO"	"08041"	33	688284	4.8
	"Fremont County, CO"	"08043"	0	47446	Unreliable
	"Garfield County, CO"	"08045"	Suppressed	58887	Suppressed
	"Gilpin County, CO"	"08047"	0	5931	Unreliable
	"Grand County, CO"	"08049"	0	15008	Unreliable
	"Gunnison County, CO"	"08051"	0	16408	Unreliable
	"Hinsdale County, CO"	"08053"	0	788	Unreliable
	"Huerfano County, CO"	"08055"	0	6677	Unreliable
	"Jackson County, CO"	"08057"	0	1357	Unreliable
	"Jefferson County, CO"	"08059"	11	571837	Unreliable
	"Kiowa County, CO"	"08061"	0	1373	Unreliable
	"Kit Carson County, CO"	"08063"	0	8195	Unreliable
	"Lake County, CO"	"08065"	0	7618	Unreliable
	"La Plata County, CO"	"08067"	0	55623	Unreliable
	"Larimer County, CO"	"08069"	Suppressed	339993	Suppressed
	"Las Animas County, CO"	"08071"	Suppressed	14103	Suppressed
	"Lincoln County, CO"	"08073"	0	5643	Unreliable
	"Logan County, CO"	"08075"	Suppressed	21919	Suppressed
	"Mesa County, CO"	"08077"	Suppressed	150083	Suppressed
	"Mineral County, CO"	"08079"	0	732	Unreliable
	"Moffat County, CO"	"08081"	0	13109	Unreliable
	"Montezuma County, CO"	"08083"	Suppressed	26999	Suppressed
	"Montrose County, CO"	"08085"	0	41471	Unreliable
	"Morgan County, CO"	"08087"	Suppressed	28274	Suppressed
	"Otero County, CO"	"08089"	0	18295	Unreliable
	"Ouray County, CO"	"08091"	0	4857	Unreliable
	"Park County, CO"	"08093"	Suppressed	17166	Suppressed
	"Phillips County, CO"	"08095"	0	4288	Unreliable
	"Pitkin County, CO"	"08097"	0	17752	Unreliable
	"Prowers County, CO"	"08099"	0	11922	Unreliable
	"Pueblo County, CO"	"08101"	Suppressed	165123	Suppressed
	"Rio Blanco County, CO"	"08103"	0	6545	Unreliable
	"Rio Grande County, CO"	"08105"	0	11479	Unreliable
	"Routt County, CO"	"08107"	0	24648	Unreliable
	"Saguache County, CO"	"08109"	Suppressed	6389	Suppressed
	"San Juan County, CO"	"08111"	0	694	Unreliable
	"San Miguel County, CO"	"08113"	0	8017	Unreliable
	"Sedgwick County, CO"	"08115"	0	2407	Unreliable
	"Summit County, CO"	"08117"	0	30374	Unreliable
	"Teller County, CO"	"08119"	0	24043	Unreliable
	"Washington County, CO"	"08121"	0	4908	Unreliable
	"Weld County, CO"	"08123"	Suppressed	294932	Suppressed
	"Yuma County, CO"	"08125"	0	10103	Unreliable
	"Fairfield County, CT"	"09001"	12	944177	Unreliable
	"Hartford County, CT"	"09003"	18	892389	Unreliable
	"Litchfield County, CT"	"09005"	Suppressed	182571	Suppressed
	"Middlesex County, CT"	"09007"	Suppressed	163329	Suppressed
	"New Haven County, CT"	"09009"	21	856875	2.5
	"New London County, CT"	"09011"	Suppressed	269801	Suppressed
	"Tolland County, CT"	"09013"	0	151118	Unreliable
	"Windham County, CT"	"09015"	0	116192	Unreliable
	"Kent County, DE"	"10001"	Suppressed	174827	Suppressed
	"New Castle County, DE"	"10003"	33	556987	5.9
	"Sussex County, DE"	"10005"	Suppressed	220251	Suppressed
	"District of Columbia, DC"	"11001"	98	681170	14.4
	"Alachua County, FL"	"12001"	Suppressed	263496	Suppressed
	"Baker County, FL"	"12003"	Suppressed	27937	Suppressed
	"Bay County, FL"	"12005"	Suppressed	183974	Suppressed
	"Bradford County, FL"	"12007"	Suppressed	26926	Suppressed
	"Brevard County, FL"	"12009"	23	579130	4.0
	"Broward County, FL"	"12011"	85	1909632	4.5
	"Calhoun County, FL"	"12013"	0	14423	Unreliable
	"Charlotte County, FL"	"12015"	Suppressed	178465	Suppressed
	"Citrus County, FL"	"12017"	Suppressed	143621	Suppressed
	"Clay County, FL"	"12019"	Suppressed	208311	Suppressed
	"Collier County, FL"	"12021"	Suppressed	365136	Suppressed
	"Columbia County, FL"	"12023"	Suppressed	69299	Suppressed
	"DeSoto County, FL"	"12027"	0	35800	Unreliable
	"Dixie County, FL"	"12029"	0	16300	Unreliable
	"Duval County, FL"	"12031"	86	926255	9.3
	"Escambia County, FL"	"12033"	14	315187	Unreliable
	"Flagler County, FL"	"12035"	Suppressed	108310	Suppressed
	"Franklin County, FL"	"12037"	0	11901	Unreliable
	"Gadsden County, FL"	"12039"	Suppressed	46006	Suppressed
	"Gilchrist County, FL"	"12041"	0	17212	Unreliable
	"Glades County, FL"	"12043"	Suppressed	13970	Suppressed
	"Gulf County, FL"	"12045"	0	15990	Unreliable
	"Hamilton County, FL"	"12047"	0	14361	Unreliable
	"Hardee County, FL"	"12049"	0	27360	Unreliable
	"Hendry County, FL"	"12051"	Suppressed	39290	Suppressed
	"Hernando County, FL"	"12053"	Suppressed	182835	Suppressed
	"Highlands County, FL"	"12055"	Suppressed	100917	Suppressed
	"Hillsborough County, FL"	"12057"	63	1376238	4.6
	"Holmes County, FL"	"12059"	Suppressed	19487	Suppressed
	"Indian River County, FL"	"12061"	Suppressed	151563	Suppressed
	"Jackson County, FL"	"12063"	Suppressed	48229	Suppressed
	"Jefferson County, FL"	"12065"	Suppressed	13906	Suppressed
	"Lafayette County, FL"	"12067"	0	8617	Unreliable
	"Lake County, FL"	"12069"	Suppressed	335396	Suppressed
	"Lee County, FL"	"12071"	39	722336	5.4
	"Leon County, FL"	"12073"	Suppressed	287822	Suppressed
	"Levy County, FL"	"12075"	Suppressed	39961	Suppressed
	"Liberty County, FL"	"12077"	Suppressed	8202	Suppressed
	"Madison County, FL"	"12079"	Suppressed	18224	Suppressed
	"Manatee County, FL"	"12081"	18	375888	Unreliable
	"Marion County, FL"	"12083"	19	349020	Unreliable
	"Martin County, FL"	"12085"	Suppressed	158701	Suppressed
	"Miami-Dade County, FL"	"12086"	174	2712945	6.4
	"Monroe County, FL"	"12087"	Suppressed	79077	Suppressed
	"Nassau County, FL"	"12089"	Suppressed	80622	Suppressed
	"Okaloosa County, FL"	"12091"	Suppressed	201170	Suppressed
	"Okeechobee County, FL"	"12093"	Suppressed	40314	Suppressed
	"Orange County, FL"	"12095"	103	1314367	7.8
	"Osceola County, FL"	"12097"	17	336015	Unreliable
	"Palm Beach County, FL"	"12099"	76	1443810	5.3
	"Pasco County, FL"	"12101"	Suppressed	512368	Suppressed
	"Pinellas County, FL"	"12103"	33	960730	3.4
	"Polk County, FL"	"12105"	40	666149	6.0
	"Putnam County, FL"	"12107"	Suppressed	72277	Suppressed
	"St. Johns County, FL"	"12109"	Suppressed	235087	Suppressed
	"St. Lucie County, FL"	"12111"	14	306507	Unreliable
	"Santa Rosa County, FL"	"12113"	Suppressed	170497	Suppressed
	"Sarasota County, FL"	"12115"	10	412569	Unreliable
	"Seminole County, FL"	"12117"	22	455479	4.8
	"Sumter County, FL"	"12119"	Suppressed	123996	Suppressed
	"Suwannee County, FL"	"12121"	Suppressed	43794	Suppressed
	"Taylor County, FL"	"12123"	Suppressed	22175	Suppressed
	"Union County, FL"	"12125"	Suppressed	15142	Suppressed
	"Volusia County, FL"	"12127"	19	529364	Unreliable
	"Wakulla County, FL"	"12129"	Suppressed	31893	Suppressed
	"Walton County, FL"	"12131"	Suppressed	65889	Suppressed
	"Washington County, FL"	"12133"	0	24569	Unreliable
	"Appling County, GA"	"13001"	Suppressed	18428	Suppressed
	"Atkinson County, GA"	"13003"	0	8273	Unreliable
	"Bacon County, GA"	"13005"	Suppressed	11372	Suppressed
	"Baker County, GA"	"13007"	0	3150	Unreliable
	"Baldwin County, GA"	"13009"	Suppressed	45144	Suppressed
	"Banks County, GA"	"13011"	0	18397	Unreliable
	"Barrow County, GA"	"13013"	Suppressed	77126	Suppressed
	"Bartow County, GA"	"13015"	Suppressed	103807	Suppressed
	"Ben Hill County, GA"	"13017"	Suppressed	17243	Suppressed
	"Berrien County, GA"	"13019"	0	18993	Unreliable
	"Bibb County, GA"	"13021"	12	152760	Unreliable
	"Bleckley County, GA"	"13023"	Suppressed	12970	Suppressed
	"Brantley County, GA"	"13025"	0	18355	Unreliable
	"Brooks County, GA"	"13027"	0	15687	Unreliable
	"Bryan County, GA"	"13029"	Suppressed	36230	Suppressed
	"Bulloch County, GA"	"13031"	Suppressed	74722	Suppressed
	"Burke County, GA"	"13033"	Suppressed	22688	Suppressed
	"Butts County, GA"	"13035"	Suppressed	23817	Suppressed
	"Calhoun County, GA"	"13037"	0	6324	Unreliable
	"Camden County, GA"	"13039"	Suppressed	53008	Suppressed
	"Candler County, GA"	"13043"	Suppressed	10910	Suppressed
	"Carroll County, GA"	"13045"	Suppressed	116261	Suppressed
	"Catoosa County, GA"	"13047"	0	66398	Unreliable
	"Charlton County, GA"	"13049"	0	12497	Unreliable
	"Chatham County, GA"	"13051"	43	289082	14.9
	"Chattahoochee County, GA"	"13053"	0	10922	Unreliable
	"Chattooga County, GA"	"13055"	Suppressed	24824	Suppressed
	"Cherokee County, GA"	"13057"	Suppressed	241689	Suppressed
	"Clarke County, GA"	"13059"	Suppressed	124707	Suppressed
	"Clay County, GA"	"13061"	0	3020	Unreliable
	"Clayton County, GA"	"13063"	36	279462	12.9
	"Clinch County, GA"	"13065"	0	6829	Unreliable
	"Cobb County, GA"	"13067"	24	748150	3.2
	"Coffee County, GA"	"13069"	Suppressed	43012	Suppressed
	"Colquitt County, GA"	"13071"	Suppressed	45708	Suppressed
	"Columbia County, GA"	"13073"	Suppressed	147450	Suppressed
	"Cook County, GA"	"13075"	0	17167	Unreliable
	"Coweta County, GA"	"13077"	Suppressed	140526	Suppressed
	"Crawford County, GA"	"13079"	0	12322	Unreliable
	"Crisp County, GA"	"13081"	Suppressed	22721	Suppressed
	"Dade County, GA"	"13083"	0	16257	Unreliable
	"Dawson County, GA"	"13085"	0	23604	Unreliable
	"Decatur County, GA"	"13087"	Suppressed	26822	Suppressed
	"DeKalb County, GA"	"13089"	84	740321	11.3
	"Dodge County, GA"	"13091"	Suppressed	20563	Suppressed
	"Dooly County, GA"	"13093"	0	13763	Unreliable
	"Dougherty County, GA"	"13095"	Suppressed	90017	Suppressed
	"Douglas County, GA"	"13097"	Suppressed	142224	Suppressed
	"Early County, GA"	"13099"	Suppressed	10339	Suppressed
	"Echols County, GA"	"13101"	0	3962	Unreliable
	"Effingham County, GA"	"13103"	Suppressed	58712	Suppressed
	"Elbert County, GA"	"13105"	Suppressed	19143	Suppressed
	"Emanuel County, GA"	"13107"	Suppressed	22635	Suppressed
	"Evans County, GA"	"13109"	0	10670	Unreliable
	"Fannin County, GA"	"13111"	0	24900	Unreliable
	"Fayette County, GA"	"13113"	Suppressed	111627	Suppressed
	"Floyd County, GA"	"13115"	Suppressed	96560	Suppressed
	"Forsyth County, GA"	"13117"	Suppressed	221009	Suppressed
	"Franklin County, GA"	"13119"	0	22320	Unreliable
	"Fulton County, GA"	"13121"	130	1023336	12.7
	"Gilmer County, GA"	"13123"	0	29733	Unreliable
	"Glascock County, GA"	"13125"	0	3006	Unreliable
	"Glynn County, GA"	"13127"	Suppressed	84502	Suppressed
	"Gordon County, GA"	"13129"	0	56904	Unreliable
	"Grady County, GA"	"13131"	Suppressed	24808	Suppressed
	"Greene County, GA"	"13133"	Suppressed	17003	Suppressed
	"Gwinnett County, GA"	"13135"	34	907135	3.7
	"Habersham County, GA"	"13137"	Suppressed	44246	Suppressed
	"Hall County, GA"	"13139"	Suppressed	196637	Suppressed
