year,state,all_firearms_recovered,city,firearm_by_city,population,top_categ_reported,top15_sourcer_states,time_to_crime,age_of_possessors
2015,Colorado,,Longmont,61,,,,,
2015,Colorado,,Durango,58,,,,,
2015,Colorado,,Denver,1100,,,,,
2015,Colorado,,Wheat Ridge,624,,,,,
,,,,,,,,,
2015,Connecticut,880,Milford,98,,,,,
2015,Connecticut,,Bridgeport,75,,,,,
2015,Connecticut,,Waterbury,61,,,,,
2015,Connecticut,,Torrington,27,,,,,
2015,Connecticut,,Meriden,24,,,,,
2015,Connecticut,,Seymour,21,,,,,
2015,Connecticut,,New Britain,17,,,,,
2015,Connecticut,,West Haven,17,,,,,
2015,Connecticut,,Hartford,215,,,,,
2015,Connecticut,,New Haven,107,,,,,
,,,,,,,,,
2015,Delaware,1245,Newark,111,,,,,
2015,Delaware,,Dover,104,,,,,
2015,Delaware,,New Castle,90,,,,,
2015,Delaware,,Greenwood,66,,,,,
2015,Delaware,,Middletown,29,,,,,
2015,Delaware,,Bear,25,,,,,
2015,Delaware,,Georgetown,22,,,,,
2015,Delaware,,Seaford,22,,,,,
2015,Delaware,,Millsboro,19,,,,,
2015,Delaware,,Wilmington,606,,,,,
,,,,,,,,,
2015,District of Columbia,1465,"Washington, DC",1465,,,,,
,,,,,,,,,
2015,Florida,19385,Orlando,1508,,,,,
2015,Florida,,Pensacola,785,,,,,
2015,Florida,,West Palm Beach,760,,,,,
2015,Florida,,Miami,759,,,,,
2015,Florida,,St. Petersburg,489,,,,,
2015,Florida,,Big Pine Key,457,,,,,
2015,Florida,,Lakeland,425,,,,,
2015,Florida,,Fort Pierce,297,,,,,
2015,Florida,,Jacksonville,2025,,,,,
2015,Florida,,Tampa,1931,,,,,
,,,,,,,,,
2015,Georgia,11933,Augusta,646,,,,,
2015,Georgia,,Decatur,577,,,,,
2015,Georgia,,Marietta,434,,,,,
2015,Georgia,,Macon,389,,,,,
2015,Georgia,,College Park,259,,,,,
2015,Georgia,,Columbus,228,,,,,
2015,Georgia,,Jonesboro,228,,,,,
2015,Georgia,,Stone Mountain,224,,,,,
2015,Georgia,,Atlanta,2028,,,,,
2015,Georgia,,Savannah,743,,,,,
,,,,,,,,,
2015,Guam & Northern Mariana Islands,40,"Dededo, Guam",5,,,,,
2015,Guam & Northern Mariana Islands,,"Mangilao, Guam",3,,,,,
2015,Guam & Northern Mariana Islands,,"Mongmong, Guam",3,,,,,
2015,Guam & Northern Mariana Islands,,"San Antonio, Northern Mariana Islands",3,,,,,
2015,Guam & Northern Mariana Islands,,"Yigo, Guam",3,,,,,
2015,Guam & Northern Mariana Islands,,"Garapan, Northern Mariana Islands",7,,,,,
2015,Guam & Northern Mariana Islands,,"Barrigada, Guam",6,,,,,
,,,,,,,,,
2015,Hawaii,108,Hilo,7,,,,,
2015,Hawaii,,Kapaa,7,,,,,
2015,Hawaii,,Waianae,6,,,,,
2015,Hawaii,,Hanapepe,5,,,,,
2015,Hawaii,,Waikoloa,5,,,,,
2015,Hawaii,,Aiea,4,,,,,
2015,Hawaii,,Honolulu,10,,,,,
2015,Hawaii,,Lihue,10,,,,,
2015,Hawaii,,Kailua Kona,9,,,,,
,,,,,,,,,
2015,Idaho,1094,Meridian,97,,,,,
2015,Idaho,,Coeur D'Alene,68,,,,,
2015,Idaho,,Post Falls,65,,,,,
2015,Idaho,,Jerome,32,,,,,
2015,Idaho,,Lewiston,31,,,,,
2015,Idaho,,Spirit Lake,31,,,,,
2015,Idaho,,Pocatello,27,,,,,
2015,Idaho,,Hayden,26,,,,,
2015,Idaho,,Idaho Falls,26,,,,,
2015,Idaho,,Boise,229,,,,,
2015,Idaho,,Twin Falls,106,,,,,
,,,,,,,,,
2015,Illinois,12390,Chicago,5804,,,,,
2015,Illinois,,Rockford,415,,,,,
2015,Illinois,,Harvey,354,,,,,
2015,Illinois,,Springfield,286,,,,,
2015,Illinois,,Joliet,246,,,,,
2015,Illinois,,Peoria,220,,,,,
2015,Illinois,,East St. Louis,178,,,,,
2015,Illinois,,Cicero,129,,,,,
2015,Illinois,,Aurora,127,,,,,
2015,Illinois,,Bolingbrook,107,,,,,
,,,,,,,,,
2015,Indiana,5997,Fort Wayne,601,,,,,
2015,Indiana,,Gary,361,,,,,
2015,Indiana,,South Bend,302,,,,,
2015,Indiana,,Evansville,290,,,,,
2015,Indiana,,Hammond,203,,,,,
2015,Indiana,,Kokomo,110,,,,,
2015,Indiana,,Muncie,75,,,,,
2015,Indiana,,Elkhart,71,,,,,
2015,Indiana,,Michigan City,70,,,,,
2015,Indiana,,Indianapolis,2823,,,,,
,,,,,,,,,
2015,Iowa,1645,Cedar Rapids,234,,,,,
2015,Iowa,,Davenport,137,,,,,
2015,Iowa,,Waterloo,118,,,,,
2015,Iowa,,Sioux City,92,,,,,
2015,Iowa,,Council Bluffs,74,,,,,
2015,Iowa,,Eldon,36,,,,,
2015,Iowa,,Fort Dodge,29,,,,,
2015,Iowa,,Muscatine,29,,,,,
2015,Iowa,,Dubuque,26,,,,,
2015,Iowa,,Des Moines,411,,,,,
,,,,,,,,,
2015,Kansas,2345,Kansas City,281,,,,,
2015,Kansas,,Topeka,255,,,,,
2015,Kansas,,Great Bend,165,,,,,
2015,Kansas,,Manhattan,113,,,,,
2015,Kansas,,Parsons,102,,,,,
2015,Kansas,,Lenexa,50,,,,,
2015,Kansas,,Lawrence,47,,,,,
2015,Kansas,,Garden City,44,,,,,
2015,Kansas,,Junction City,39,,,,,
2015,Kansas,, Wichita,780,,,,,
,,,,,,,,,
2015,Kentucky,3311,Lexington,341,,,,,
2015,Kentucky,,Covington,127,,,,,
2015,Kentucky,,Richmond,98,,,,,
2015,Kentucky,,Hopkinsville,86,,,,,
2015,Kentucky,,Bardstown,65,,,,,
2015,Kentucky,,Waco,56,,,,,
2015,Kentucky,,Owensboro,53,,,,,
2015,Kentucky,,Nicholasville,37,,,,,
2015,Kentucky,,Bowling Green,28,,,,,
2015,Kentucky,,Louisville,1826,,,,,
,,,,,,,,,
2015,Louisiana,7804,Baton Rouge,1205,,,,,
2015,Louisiana,,Bossier City,387,,,,,
2015,Louisiana,,Shreveport,376,,,,,
2015,Louisiana,,Metairie,272,,,,,
2015,Louisiana,,Lafayette,240,,,,,
2015,Louisiana,,Lake Charles,188,,,,,
2015,Louisiana,,Marrero,160,,,,,
2015,Louisiana,,Houma,149,,,,,
2015,Louisiana,,New Orleans,1437,,,,,
,,,,,,,,,
2015,Maine,410,Gorham,21,,,,,
2015,Maine,,Orland,17,,,,,
2015,Maine,,Waterville,15,,,,,
2015,Maine,,Augusta,14,,,,,
2015,Maine,,Lewiston,11,,,,,
2015,Maine,,Bangor,10,,,,,
2015,Maine,,Leeds,9,,,,,
2015,Maine,,Saco,9,,,,,
2015,Maine,,Portland,83,,,,,
2015,Maine,,Buxton,33,,,,,
,,,,,,,,,
2015,Maryland,8139,Silver Spring,296,,,,,
2015,Maryland,,Frederick,203,,,,,
2015,Maryland,,Hagerstown,196,,,,,
2015,Maryland,,Capitol Heights,178,,,,,
2015,Maryland,,Pasadena,163,,,,,
2015,Maryland,,Waldorf,153,,,,,
2015,Maryland,,Glen Burnie,152,,,,,
2015,Maryland,,Annapolis,146,,,,,
2015,Maryland,,Oakland,139,,,,,
2015,Maryland,,Baltimore,2152,,,,,
,,,,,,,,,
2015,Massachusetts,1744,Springfield,97,,,,,
2015,Massachusetts,,New Bedford,75,,,,,
2015,Massachusetts,,Lynn,72,,,,,
2015,Massachusetts,,Brockton,66,,,,,
2015,Massachusetts,,Holyoke,61,,,,,
2015,Massachusetts,,Attleboro,59,,,,,
2015,Massachusetts,,Methuen,53,,,,,
2015,Massachusetts,,Lawrence,40,,,,,
2015,Massachusetts,,Worcester,38,,,,,
2015,Massachusetts,,Boston,600,,,,,
,,,,,,,,,
2015,Michigan,6950,Flint,494,,,,,
2015,Michigan,,Highland Park,342,,,,,
2015,Michigan,,Lansing,286,,,,,
2015,Michigan,,Saginaw,147,,,,,
2015,Michigan,,Pontiac,134,,,,,
2015,Michigan,,Battle Creek,122,,,,,
2015,Michigan,,Grand Rapids,91,,,,,
2015,Michigan,,Standish,68,,,,,
2015,Michigan,,Linwood,65,,,,,
2015,Michigan,,Detroit,4149,,,,,
,,,,,,,,,
2015,Minnesota,2780,St. Paul,498,,,,,
2015,Minnesota,,Brooklyn Park,107,,,,,
2015,Minnesota,,Duluth,99,,,,,
2015,Minnesota,,Brooklyn Center,54,,,,,
2015,Minnesota,,Burnsville,43,,,,,
2015,Minnesota,,Northfield,31,,,,,
2015,Minnesota,,St. Louis Park,31,,,,,
2015,Minnesota,,Robbinsdale,30,,,,,
2015,Minnesota,,South St. Paul,30,,,,,
2015,Minnesota,,Minneapolis,811,,,,,
,,,,,,,,,
2015,Mississippi,3493,Gulfport,427,,,,,
2015,Mississippi,,Ridgeland,145,,,,,
2015,Mississippi,,Hattiesburg,101,,,,,
2015,Mississippi,,Laurel,81,,,,,
2015,Mississippi,,Biloxi,68,,,,,
2015,Mississippi,,Flowood,67,,,,,
2015,Mississippi,,Southaven,64,,,,,
2015,Mississippi,,Vicksburg,52,,,,,
2015,Mississippi,,Clarksdale,49,,,,,
2015,Mississippi,,Jackson,1356,,,,,
,,,,,,,,,
2015,Missouri,5585,St. Louis,1402,,,,,
2015,Missouri,,Springfield,359,,,,,
2015,Missouri,,St. Joseph,141,,,,,
2015,Missouri,,Columbia,134,,,,,
2015,Missouri,,Florissant,113,,,,,
2015,Missouri,,Blue Springs,89,,,,,
2015,Missouri,,Grandview,65,,,,,
2015,Missouri,,Hazelwood,53,,,,,
2015,Missouri,,Cape Girardeau,52,,,,,
2015,Missouri,,Kansas City,1784,,,,,
,,,,,,,,,
2015,Montana,936,Billings,134,,,,,
2015,Montana,,Missoula,72,,,,,
2015,Montana,,Great Falls,36,,,,,
2015,Montana,,Miles City,31,,,,,
2015,Montana,,Red Lodge,29,,,,,
2015,Montana,,Butte,23,,,,,
2015,Montana,,Havre,22,,,,,
2015,Montana,,Helena,18,,,,,
2015,Montana,,Lewistown,13,,,,,
2015,Montana,,Coram,365,,,,,
,,,,,,,,,
2015,Nebraska,1554,Lincoln,175,,,,,
2015,Nebraska,,Elkhorn,94,,,,,
2015,Nebraska,,North Platte,37,,,,,
2015,Nebraska,,Bellevue,32,,,,,
2015,Nebraska,,Grand Island,31,,,,,
2015,Nebraska,,Hastings,20,,,,,
2015,Nebraska,,Lexington,11,,,,,
2015,Nebraska,,Ogallala,11,,,,,
2015,Nebraska,,Omaha,1016,,,,,
,,,,,,,,,
2015,Nevada,1944,Reno,94,,,,,
2015,Nevada,,Carson City,93,,,,,
2015,Nevada,,Wells,70,,,,,
2015,Nevada,,Sparks,50,,,,,
2015,Nevada,,North Las Vegas,41,,,,,
2015,Nevada,,Elko,37,,,,,
2015,Nevada,,Henderson,24,,,,,
2015,Nevada,,Las Vegas,1439,,,,,
,,,,,,,,,
2015,New Hampshire,255,Francestown,13,,,,,
2015,New Hampshire,,Hopkinton,13,,,,,
2015,New Hampshire,,Richmond,12,,,,,
2015,New Hampshire,,Rochester,11,,,,,
2015,New Hampshire,,Meredith,9,,,,,
2015,New Hampshire,,Manchester,24,,,,,
2015,New Hampshire,,Nashua,22,,,,,
2015,New Hampshire,,Plaistow,14,,,,,
,,,,,,,,,
2015,New Jersey,3806,Jersey City,202,,,,,
2015,New Jersey,,Camden,175,,,,,
2015,New Jersey,,Ringwood,93,,,,,
2015,New Jersey,,East Orange,89,,,,,
2015,New Jersey,,Atlantic City,80,,,,,
2015,New Jersey,,Irvington,76,,,,,
2015,New Jersey,,Vineland,66,,,,,
2015,New Jersey,,Newark,548,,,,,
2015,New Jersey,,Paterson,294,,,,,
2015,New Jersey,,Trenton,208,,,,,
,,,,,,,,,
2015,New Mexico,2490,Hobbs,230,,,,,
2015,New Mexico,,Las Cruces,183,,,,,
2015,New Mexico,,Dulce,65,,,,,
2015,New Mexico,,Clovis,64,,,,,
2015,New Mexico,,Carlsbad,55,,,,,
2015,New Mexico,,Silver City,50,,,,,
2015,New Mexico,,Artesia,43,,,,,
2015,New Mexico,,Roswell,41,,,,,
2015,New Mexico,,Santa Fe,28,,,,,
2015,New Mexico,,Albuquerque,1386,,,,,
,,,,,,,,,
2015,New York,7803,New York City,3621,,,,,
2015,New York,,Buffalo,658,,,,,
2015,New York,,Rochester,554,,,,,
2015,New York,,Syracuse,270,,,,,
2015,New York,,Albany,109,,,,,
2015,New York,,Newburgh,88,,,,,
2015,New York,,Yonkers,76,,,,,
2015,New York,,Niagara Falls,66,,,,,
2015,New York,,Utica,59,,,,,
2015,New York,,Troy,54,,,,,
,,,,,,,,,
2015,North Carolina,14039,Raleigh,685,,,,,
2015,North Carolina,,Greensboro,649,,,,,
2015,North Carolina,,Winston-Salem,503,,,,,
2015,North Carolina,,Fayetteville,495,,,,,
2015,North Carolina,,Durham,433,,,,,
2015,North Carolina,,Wilmington,311,,,,,
2015,North Carolina,,Rocky Mount,270,,,,,
2015,North Carolina,,Roxboro,203,,,,,
2015,North Carolina,,Spindale,2284,,,,,
2015,North Carolina,,Charlotte,1922,,,,,
,,,,,,,,,
2015,North Dakota,484,Fargo,40,,,,,
2015,North Dakota,,Williston,39,,,,,
2015,North Dakota,,Grand Forks,30,,,,,
2015,North Dakota,,Watford City,30,,,,,
2015,North Dakota,,Devils Lake,16,,,,,
2015,North Dakota,,Jamestown,14,,,,,
2015,North Dakota,,Beach,13,,,,,
2015,North Dakota,,Mandan,13,,,,,
2015,North Dakota,,Minot,87,,,,,
2015,North Dakota,,Dickinson,69,,,,,
2015,North Dakota,,Bismarck,52,,,,,
,,,,,,,,,
2015,Ohio,10008,Cincinnati,1340,,,,,
2015,Ohio,,Toledo,911,,,,,
2015,Ohio,,Akron,785,,,,,
2015,Ohio,,Spring Valley,189,,,,,
2015,Ohio,,Youngstown,171,,,,,
2015,Ohio,,Mansfield,167,,,,,
2015,Ohio,,Warren,147,,,,,
2015,Ohio,,East Cleveland,93,,,,,
2015,Ohio,,Columbus,2286,,,,,
2015,Ohio,,Cleveland,1420,,,,,
,,,,,,,,,
2015,Oklahoma,1573,Edmond,111,,,,,
2015,Oklahoma,,Muskogee,92,,,,,
2015,Oklahoma,,Wellston,53,,,,,
2015,Oklahoma,,Moore,51,,,,,
2015,Oklahoma,,Stillwater,42,,,,,
2015,Oklahoma,,Okmulgee,36,,,,,
2015,Oklahoma,,Chandler,26,,,,,
2015,Oklahoma,,Grove,25,,,,,
2015,Oklahoma,,Tulsa,474,,,,,
2015,Oklahoma,,Oklahoma City,165,,,,,
,,,,,,,,,
2015,Oregon,3562,Medford,242,,,,,
2015,Oregon,,Gresham,166,,,,,
2015,Oregon,,Springfield,143,,,,,
2015,Oregon,,Salem,134,,,,,
2015,Oregon,,Beaverton,107,,,,,
2015,Oregon,,Bend,87,,,,,
2015,Oregon,,Albany,81,,,,,
2015,Oregon,,Redmond,70,,,,,
2015,Oregon,,Portland,979,,,,,
2015,Oregon,,Eugene,304,,,,,
,,,,,,,,,
2015,Pennsylvania,8867,Pittsburgh,881,,,,,
2015,Pennsylvania,,Erie,256,,,,,
2015,Pennsylvania,,Harrisburg,230,,,,,
2015,Pennsylvania,,Reading,172,,,,,
2015,Pennsylvania,,Lancaster,133,,,,,
2015,Pennsylvania,,Uniontown,108,,,,,
2015,Pennsylvania,,Allentown,91,,,,,
2015,Pennsylvania,,Harveys Lake,90,,,,,
2015,Pennsylvania,,York,70,,,,,
2015,Pennsylvania,,Philadelphia,3030,,,,,
,,,,,,,,,
2015,Puerto Rico,516,Bayamon,37,,,,,
2015,Puerto Rico,,Guaynabo,23,,,,,
2015,Puerto Rico,,Rio Grande,18,,,,,
2015,Puerto Rico,,Rio Piedras,17,,,,,
2015,Puerto Rico,,Caguas,16,,,,,
2015,Puerto Rico,,Manati,14,,,,,
2015,Puerto Rico,,Vega Baja,13,,,,,
2015,Puerto Rico,,Canovanas,12,,,,,
2015,Puerto Rico,,San Juan,138,,,,,
2015,Puerto Rico,,Carolina,38,,,,,
,,,,,,,,,
2015,Rhode Island,377,Pawtucket,31,,,,,
2015,Rhode Island,,Cranston,23,,,,,
2015,Rhode Island,,Woonsocket,14,,,,,
2015,Rhode Island,,Johnston,11,,,,,
2015,Rhode Island,,Warwick,11,,,,,
2015,Rhode Island,,Newport,10,,,,,
2015,Rhode Island,,Charlestown,9,,,,,
2015,Rhode Island,,Middletown,9,,,,,
2015,Rhode Island,,Providence,208,,,,,
,,,,,,,,,
2015,South Carolina,6277,North Charleston,374,,,,,
2015,South Carolina,,Spartanburg,364,,,,,
2015,South Carolina,,Columbia,321,,,,,
2015,South Carolina,,Myrtle Beach,222,,,,,
2015,South Carolina,,Summerville,143,,,,,
2015,South Carolina,,Beaufort,98,,,,,
2015,South Carolina,,Lancaster,95,,,,,
2015,South Carolina,,Charleston,93,,,,,
2015,South Carolina,,Florence,91,,,,,
2015,South Carolina,,Pageland,2257,,,,,
,,,,,,,,,
2015,South Dakota,497,Rapid City,134,,,,,
2015,South Dakota,,Beresford,34,,,,,
2015,South Dakota,,Ft. Thompson,15,,,,,
2015,South Dakota,,Rosebud,12,,,,,
2015,South Dakota,,Letcher,9,,,,,
2015,South Dakota,,Bridgewater,7,,,,,
2015,South Dakota,,Chamberlain,6,,,,,
2015,South Dakota,,Mission,6,,,,,
2015,South Dakota,,Pine Ridge,6,,,,,
2015,South Dakota,,Sioux Falls,176,,,,,
,,,,,,,,,
2015,Tennessee,8841,Nashville,1738,,,,,
2015,Tennessee,,Chattanooga,902,,,,,
2015,Tennessee,,Knoxville,342,,,,,
2015,Tennessee,,Johnson City,165,,,,,
2015,Tennessee,,Jackson,150,,,,,
2015,Tennessee,,Clarksville,135,,,,,
2015,Tennessee,,Millington,81,,,,,
2015,Tennessee,,Tracy City,66,,,,,
2015,Tennessee,,Cleveland,63,,,,,
2015,Tennessee,,Memphis,3728,,,,,
,,,,,,,,,
2015,Texas,21817,Dallas,2598,,,,,
2015,Texas,,Austin,1109,,,,,
2015,Texas,,Corpus Christi,664,,,,,
2015,Texas,,Laredo,407,,,,,
2015,Texas,,Arlington,363,,,,,
2015,Texas,,Beaumont,349,,,,,
2015,Texas,,Midland,330,,,,,
2015,Texas,,Killeen,290,,,,,
2015,Texas,,Houston,5420,,,,,
2015,Texas,,San Antonio,2752,,,,,
,,,,,,,,,
2015,US Virgin Islands,180,Frederiksted,39,,,,,
2015,US Virgin Islands,,Kingshill,13,,,,,
2015,US Virgin Islands,,St.Croix,10,,,,,
2015,US Virgin Islands,,St. John,2,,,,,
2015,US Virgin Islands,,Charlotte Amalie,1,,,,,
2015,US Virgin Islands,,St. Thomas,71,,,,,
2015,US Virgin Islands,,Christiansted,43,,,,,
,,,,,,,,,
2015,Utah,1314,South Salt Lake,72,,,,,
2015,Utah,,Orem,70,,,,,
2015,Utah,,Provo,68,,,,,
2015,Utah,,Saint George,63,,,,,
2015,Utah,,West Jordan,62,,,,,
2015,Utah,,Vernal,56,,,,,
2015,Utah,,Layton,42,,,,,
2015,Utah,,Salt Lake City,167,,,,,
2015,Utah,,Ogden,138,,,,,
2015,Utah,,West Valley City,130,,,,,
,,,,,,,,,
2015,Vermont,224,Burlington,12,,,,,
2015,Vermont,,Colchester,11,,,,,
2015,Vermont,,Wardsboro,8,,,,,
2015,Vermont,,Sharon,7,,,,,
2015,Vermont,,Brattleboro,6,,,,,
2015,Vermont,,Arlington,5,,,,,
2015,Vermont,,Springfield,5,,,,,
2015,Vermont,,Alburgh,103,,,,,
,,,,,,,,,
2015,Virginia,7823,Newport News,477,,,,,
2015,Virginia,,Portsmouth,312,,,,,
2015,Virginia,,Roanoke,294,,,,,
2015,Virginia,,Hampton,279,,,,,
2015,Virginia,,Chesapeake,273,,,,,
2015,Virginia,,Suffolk,139,,,,,
2015,Virginia,,North Chesterfield,136,,,,,
2015,Virginia,,Richmond,1107,,,,,
2015,Virginia,,Virginia Beach,574,,,,,
2015,Virginia,,Norfolk,546,,,,,
,,,,,,,,,
2015,Washington,3939,Yakima,202,,,,,
2015,Washington,,Vancouver,151,,,,,
2015,Washington,,Marysville,147,,,,,
2015,Washington,,Tacoma,142,,,,,
2015,Washington,,Kent,141,,,,,
2015,Washington,,Kennewick,122,,,,,
2015,Washington,,Coulee City,114,,,,,
2015,Washington,,Renton,109,,,,,
2015,Washington,,Spokane,465,,,,,
2015,Washington,,Seattle,370,,,,,
,,,,,,,,,
2015,West Virginia,1453,Huntington,88,,,,,
2015,West Virginia,,Saint Albans,78,,,,,
2015,West Virginia,,Beckley,54,,,,,
2015,West Virginia,,Masontown,46,,,,,
2015,West Virginia,,Ridgeley,34,,,,,
2015,West Virginia,,Fairmont,32,,,,,
2015,West Virginia,,South Charleston,31,,,,,
2015,West Virginia,,Charleston,281,,,,,
2015,West Virginia,,Reedsville,280,,,,,
,,,,,,,,,
2015,Wisconsin,3768,Madison,138,,,,,
2015,Wisconsin,,Racine,122,,,,,
2015,Wisconsin,,Appleton,79,,,,,
2015,Wisconsin,,Kenosha,71,,,,,
2015,Wisconsin,,Beloit,69,,,,,
2015,Wisconsin,,Green Bay,61,,,,,
2015,Wisconsin,,Janesville,47,,,,,
2015,Wisconsin,,West Allis,44,,,,,
2015,Wisconsin,,Manitowoc,42,,,,,
2015,Wisconsin,,Milwaukee,2223,,,,,
,,,,,,,,,
2015,Wyoming,211,Evanston,16,,,,,
2015,Wyoming,,Rock Springs,16,,,,,
2015,Wyoming,,Yellowstone National Park,10,,,,,
2015,Wyoming,,Fort Washakie,8,,,,,
2015,Wyoming,,Laramie,8,,,,,
2015,Wyoming,,Riverton,7,,,,,
2015,Wyoming,,Torrington,7,,,,,
2015,Wyoming,,Casper,36,,,,,
2015,Wyoming,,Cheyenne,34,,,,,
2015,Wyoming,,Green River,19,,,,,
,,,,,,,,,
2016,Alabama,5948,Mobile,303,,,,,
2016,Alabama,,Tuscaloosa,293,,,,,
2016,Alabama,,Montgomery,187,,,,,
2016,Alabama,,Phenix City,147,,,,,
2016,Alabama,,Gadsden,145,,,,,
2016,Alabama,,Opelika,138,,,,,
2016,Alabama,,Anniston,127,,,,,
2016,Alabama,,Selma,120,,,,,
2016,Alabama,,Troy,103,,,,,
2016,Alabama,,Birmingham,1216,,,,,
2016,Alabama,,Huntsville,787,,,,,
,,,,,,,,,
2016,Alaska,1098,Fairbanks,137,,,,,
2016,Alaska,,Wasilla,86,,,,,
2016,Alaska,,Bethel,68,,,,,
2016,Alaska,,Trapper Creek,45,,,,,
2016,Alaska,,Juneau,43,,,,,
2016,Alaska,,Soldotna,38,,,,,
2016,Alaska,,Tok,33,,,,,
2016,Alaska,,Eagle River,17,,,,,
2016,Alaska,,North Pole,15,,,,,
2016,Alaska,,Anchorage,540,,,,,
,,,,,,,,,
2016,Arizona,8792,Tucson,1804,,,,,
2016,Arizona,,Tempe,376,,,,,
2016,Arizona,,Glendale,269,,,,,
2016,Arizona,,Scottsdale,239,,,,,
2016,Arizona,,Yuma,216,,,,,
2016,Arizona,,Chandler,200,,,,,
2016,Arizona,,Mesa,195,,,,,
2016,Arizona,,Goodyear,166,,,,,
2016,Arizona,,Peoria,142,,,,,
2016,Arizona,,Phoenix,3693,,,,,
,,,,,,,,,
2016,Arkansas,3093,Manila,283,,,,,
2016,Arkansas,,North Little Rock,173,,,,,
2016,Arkansas,,Hot Springs,111,,,,,
2016,Arkansas,,Springdale,82,,,,,
2016,Arkansas,,Blytheville,64,,,,,
2016,Arkansas,,Fayetteville,61,,,,,
2016,Arkansas,,West Memphis,59,,,,,
2016,Arkansas,,London,56,,,,,
2016,Arkansas,,Texarkana,46,,,,,
2016,Arkansas,,Little Rock,1728,,,,,
,,,,,,,,,
2016,California,39034,Oakland,1096,,,,,
2016,California,,San Francisco,1016,,,,,
2016,California,,San Diego,995,,,,,
2016,California,,Fresno,875,,,,,
2016,California,,Bakersfield,746,,,,,
2016,California,,Stockton,715,,,,,
2016,California,,San Bernardino,711,,,,,
2016,California,,Modesto,593,,,,,
2016,California,,Los Angeles,5013,,,,,
2016,California,,Sacramento,1509,,,,,
,,,,,,,,,
2016,Colorado,4764,Colorado Springs,740,,,,,
2016,Colorado,,Lakewood,262,,,,,
2016,Colorado,,Fountain,242,,,,,
2016,Colorado,,Grand Junction,230,,,,,
2016,Colorado,,Pueblo,206,,,,,
2016,Colorado,,Aurora,192,,,,,
2016,Colorado,,Greeley,107,,,,,
2016,Colorado,,Longmont,81,,,,,
2016,Colorado,,Durango,71,,,,,
2016,Colorado,,Denver,1419,,,,,
,,,,,,,,,
2016,Connecticut,773,Waterbury,73,,,,,
2016,Connecticut,,Milford,64,,,,,
2016,Connecticut,,New Haven,47,,,,,
2016,Connecticut,,New London,24,,,,,
2016,Connecticut,,New Britain,21,,,,,
2016,Connecticut,,West Haven,19,,,,,
2016,Connecticut,,Stratford,18,,,,,
2016,Connecticut,,Norwalk,13,,,,,
2016,Connecticut,,Hartford,162,,,,,
2016,Connecticut,,Bridgeport,130,,,,,
,,,,,,,,,
2016,Delaware,1077,Dover,131,,,,,
2016,Delaware,,Newark,123,,,,,
2016,Delaware,,New Castle,80,,,,,
2016,Delaware,,Millsboro,37,,,,,
2016,Delaware,,Seaford,31,,,,,
2016,Delaware,,Middletown,26,,,,,
2016,Delaware,,Bridgeville,25,,,,,
2016,Delaware,,Felton,22,,,,,
2016,Delaware,,Bear,20,,,,,
2016,Delaware,,Wilmington,388,,,,,
,,,,,,,,,
2016,District of Columbia,1969,"Washington, DC",1969,,,,,
,,,,,,,,,
2016,Florida,19487,Miami,1505,,,,,
2016,Florida,,Pensacola,964,,,,,
2016,Florida,,Orlando,891,,,,,
2016,Florida,,West Palm Beach,749,,,,,
2016,Florida,,Fort Myers,343,,,,,
2016,Florida,,Lakeland,321,,,,,
2016,Florida,,Pompano Beach,315,,,,,
2016,Florida,,Kissimmee,312,,,,,
2016,Florida,,Jacksonville,2103,,,,,
2016,Florida,,Tampa,1941,,,,,
,,,,,,,,,
2016,Georgia,14042,Augusta,747,,,,,
2016,Georgia,,Decatur,525,,,,,
2016,Georgia,,Marietta,486,,,,,
2016,Georgia,,Macon,484,,,,,
2016,Georgia,,Columbus,414,,,,,
2016,Georgia,,College Park,395,,,,,
2016,Georgia,,Jonesboro,324,,,,,
2016,Georgia,,Athens,260,,,,,
2016,Georgia,,Atlanta,2321,,,,,
2016,Georgia,,Savannah,929,,,,,
,,,,,,,,,
2016,Guam & Northern Mariana Islands,50,"Agat, Guam",6,,,,,
2016,Guam & Northern Mariana Islands,,"Dededo, Guam",5,,,,,
2016,Guam & Northern Mariana Islands,,"Barrigada, Guam",5,,,,,
2016,Guam & Northern Mariana Islands,,"Piti, Guam",4,,,,,
2016,Guam & Northern Mariana Islands,,"Chalan Pago-Ordot, Guam",17,,,,,
2016,Guam & Northern Mariana Islands,,"Agana Heights, Guam",6,,,,,
,,,,,,,,,
2016,Hawaii,202,Hilo,14,,,,,
2016,Hawaii,,Kapaa,13,,,,,
2016,Hawaii,,Pahoa,12,,,,,
2016,Hawaii,,Wailuku,11,,,,,
2016,Hawaii,,Keaau,9,,,,,
2016,Hawaii,,Kapolei,7,,,,,
2016,Hawaii,,Honolulu,39,,,,,
2016,Hawaii,,Kailua,24,,,,,
2016,Hawaii,,Lihue,17,,,,,
,,,,,,,,,
2016,Idaho,1058,Meridian,69,,,,,
2016,Idaho,,Coeur d'Alene,67,,,,,
2016,Idaho,,Nampa,54,,,,,
2016,Idaho,,New Plymouth,50,,,,,
2016,Idaho,,Blackfoot,36,,,,,
2016,Idaho,,Pocatello,36,,,,,
2016,Idaho,,Jerome,34,,,,,
2016,Idaho,,Post Falls,34,,,,,
