year,state,all_firearms_recovered,city,firearm_by_city,population,top_categ_reported,top15_sourcer_states,time_to_crime,age_of_possessors
2017,Maine,,South Portland,13,,,,,
2017,Maine,,York,13,,,,,
2017,Maine,,Augusta,11,,,,,
,,,,,,,,,
2017,Maryland,8648,Baltimore,2102,,,,,
2017,Maryland,,Hagerstown,236,,,,,
2017,Maryland,,Glen Burnie,212,,,,,
2017,Maryland,,Frederick,198,,,,,
2017,Maryland,,Silver Spring,190,,,,,
2017,Maryland,,Gaithersburg,189,,,,,
2017,Maryland,,Oxon Hill,167,,,,,
2017,Maryland,,Hyattsville,158,,,,,
2017,Maryland,,Disctrict Heights,156,,,,,
2017,Maryland,,Waldorf,155,,,,,
,,,,,,,,,
2017,Massachusetts,1943,Boston,589,,,,,
2017,Massachusetts,,Springfield,143,,,,,
2017,Massachusetts,,Worcester,122,,,,,
2017,Massachusetts,,Lexington,116,,,,,
2017,Massachusetts,,New Bedford,97,,,,,
2017,Massachusetts,,Brockton,83,,,,,
2017,Massachusetts,,Lawrence,62,,,,,
2017,Massachusetts,,Lynn,62,,,,,
2017,Massachusetts,,Holyoke,60,,,,,
2017,Massachusetts,,Lowell,44,,,,,
2017,Massachusetts,,Pittsfield,36,,,,,
,,,,,,,,,
2017,Michigan,6803,Detroit,3723,,,,,
2017,Michigan,,Southfield,614,,,,,
2017,Michigan,,Grand Rapids,292,,,,,
2017,Michigan,,Flint,198,,,,,
2017,Michigan,,Hamilton,182,,,,,
2017,Michigan,,Saginaw,164,,,,,
2017,Michigan,,Pontiac,150,,,,,
2017,Michigan,,Shelby Township,109,,,,,
2017,Michigan,,Lansing,94,,,,,
2017,Michigan,,Kalamazoo,85,,,,,
,,,,,,,,,
2017,Minnesota,3662,Minneapolis,1017,,,,,
2017,Minnesota,,St. Paul,596,,,,,
2017,Minnesota,,Brooklyn Park,130,,,,,
2017,Minnesota,,Duluth,93,,,,,
2017,Minnesota,,Brooklyn Center,86,,,,,
2017,Minnesota,,Burnsville,67,,,,,
2017,Minnesota,,Rochester,56,,,,,
2017,Minnesota,,Brainerd,44,,,,,
2017,Minnesota,,Prior Lake,42,,,,,
2017,Minnesota,,Eagan,40,,,,,
2017,Minnesota,,Minnetonka,37,,,,,
,,,,,,,,,
2017,Mississippi,4404,Jackson,782,,,,,
2017,Mississippi,,Gulfport,431,,,,,
2017,Mississippi,,Columbus,281,,,,,
2017,Mississippi,,Corinth,230,,,,,
2017,Mississippi,,Southaven,170,,,,,
2017,Mississippi,,Ridgeland,148,,,,,
2017,Mississippi,,Hattiesburg,145,,,,,
2017,Mississippi,,Clarksdale,92,,,,,
2017,Mississippi,,Flowood,88,,,,,
2017,Mississippi,,Greenwood,79,,,,,
,,,,,,,,,
2017,Missouri,6541,Kansas City,1974,,,,,
2017,Missouri,,Saint Louis,1541,,,,,
2017,Missouri,,Springfield,348,,,,,
2017,Missouri,,Florissant,313,,,,,
2017,Missouri,,Blue Springs,194,,,,,
2017,Missouri,,Saint Joseph,150,,,,,
2017,Missouri,,Hazelwood,146,,,,,
2017,Missouri,,Columbia,130,,,,,
2017,Missouri,,Bridgeton,90,,,,,
2017,Missouri,,Grandview,83,,,,,
,,,,,,,,,
2017,Montana,798,Billings,142,,,,,
2017,Montana,,Bozeman,82,,,,,
2017,Montana,,Missoula,58,,,,,
2017,Montana,,Great Falls,48,,,,,
2017,Montana,,Helena,35,,,,,
2017,Montana,,Roundup,35,,,,,
2017,Montana,,Saint Ignatius,32,,,,,
2017,Montana,,Frenchtown,27,,,,,
2017,Montana,,Anaconda,24,,,,,
2017,Montana,,Baker,23,,,,,
2017,Montana,,Decker,21,,,,,
,,,,,,,,,
2017,Nebraska,1763,Omaha,1109,,,,,
2017,Nebraska,,Lincoln,248,,,,,
2017,Nebraska,,Grand Island,50,,,,,
2017,Nebraska,,North Platte,48,,,,,
2017,Nebraska,,Norfolk,36,,,,,
2017,Nebraska,,Bellevue,35,,,,,
2017,Nebraska,,Kearney,20,,,,,
2017,Nebraska,,Mead,17,,,,,
2017,Nebraska,,Papillion,16,,,,,
2017,Nebraska,,Blair,13,,,,,
2017,Nebraska,,Dakota City,13,,,,,
,,,,,,,,,
2017,Nevada,5046,Las Vegas,4212,,,,,
2017,Nevada,,Henderson,310,,,,,
2017,Nevada,,Reno,123,,,,,
2017,Nevada,,North Las Vegas,122,,,,,
2017,Nevada,,Sparks,62,,,,,
2017,Nevada,,Laughlin,34,,,,,
2017,Nevada,,Carson City,27,,,,,
2017,Nevada,,Mesquite,25,,,,,
2017,Nevada,,Elko,22,,,,,
2017,Nevada,,Fallon,12,,,,,
,,,,,,,,,
2017,New Hampshire,299,Manchester,80,,,,,
2017,New Hampshire,,Nashua,30,,,,,
2017,New Hampshire,,Seabrook,15,,,,,
2017,New Hampshire,,Laconia,13,,,,,
2017,New Hampshire,,Franklin,11,,,,,
2017,New Hampshire,,Concord,10,,,,,
2017,New Hampshire,,Sanbornton,10,,,,,
,,,,,,,,,
2017,New Jersey,4002,Newark,623,,,,,
2017,New Jersey,,Jersey City,246,,,,,
2017,New Jersey,,Paterson,216,,,,,
2017,New Jersey,,Trenton,216,,,,,
2017,New Jersey,,Camden,198,,,,,
2017,New Jersey,,Irvington,103,,,,,
2017,New Jersey,,Atlantic City,99,,,,,
2017,New Jersey,,Elizabeth,71,,,,,
2017,New Jersey,,East Orange,62,,,,,
,,,,,,,,,
2017,New Mexico,2090,Albuquerque,1108,,,,,
2017,New Mexico,,Hobbs,172,,,,,
2017,New Mexico,,Las Cruces,166,,,,,
2017,New Mexico,,Clovis,74,,,,,
2017,New Mexico,,Alamogordo,55,,,,,
2017,New Mexico,,Gallup,54,,,,,
2017,New Mexico,,Carlsbad,42,,,,,
2017,New Mexico,,Roswell,38,,,,,
2017,New Mexico,,Belen,37,,,,,
2017,New Mexico,,Artesia,34,,,,,
2017,New Mexico,,Los Lunas,25,,,,,
,,,,,,,,,
2017,New York,9151,New York City,5004,,,,,
2017,New York,,Rochester,527,,,,,
2017,New York,,Buffalo,487,,,,,
2017,New York,,Syracuse,335,,,,,
2017,New York,,Hempstead,119,,,,,
2017,New York,,Albany,116,,,,,
2017,New York,,Niagara Falls,87,,,,,
2017,New York,,Utica,66,,,,,
2017,New York,,Newburgh,55,,,,,
2017,New York,,Schenectady,52,,,,,
2017,New York,,Troy,50,,,,,
,,,,,,,,,
2017,North Carolina,14659,Charlotte,2310,,,,,
2017,North Carolina,,Greensboro,993,,,,,
2017,North Carolina,,Raleigh,825,,,,,
2017,North Carolina,,Winston-Salem,717,,,,,
2017,North Carolina,,Durham,693,,,,,
2017,North Carolina,,Fayetteville,631,,,,,
2017,North Carolina,,Jacksonville,401,,,,,
2017,North Carolina,,Wilmington,391,,,,,
2017,North Carolina,,High Point,321,,,,,
2017,North Carolina,,Gastonia,269,,,,,
,,,,,,,,,
2017,North Dakota,565,Minot,122,,,,,
2017,North Dakota,,Fargo,78,,,,,
2017,North Dakota,,Williston,69,,,,,
2017,North Dakota,,Grand Forks,45,,,,,
2017,North Dakota,,Watford City,36,,,,,
2017,North Dakota,,Jamestown,27,,,,,
2017,North Dakota,,Bismarck,23,,,,,
2017,North Dakota,,Dickinson,16,,,,,
2017,North Dakota,,Belcourt,15,,,,,
2017,North Dakota,,Rhame,14,,,,,
2017,North Dakota,,Devils Lake,13,,,,,
,,,,,,,,,
2017,Ohio,12748,Columbus,2674,,,,,
2017,Ohio,,Cincinnati,1813,,,,,
2017,Ohio,,Cleveland,1635,,,,,
2017,Ohio,,Toledo,1069,,,,,
2017,Ohio,,Dayton,791,,,,,
2017,Ohio,,Akron,658,,,,,
2017,Ohio,,Youngstown,312,,,,,
2017,Ohio,,Warren,205,,,,,
2017,Ohio,,Mansfield,185,,,,,
2017,Ohio,,Middletown,156,,,,,
,,,,,,,,,
2017,Oklahoma,3534,Tulsa,1024,,,,,
2017,Oklahoma,,Sand Springs,764,,,,,
2017,Oklahoma,,Collinsville,645,,,,,
2017,Oklahoma,,Oklahoma City,167,,,,,
2017,Oklahoma,,Moore,110,,,,,
2017,Oklahoma,,Edmond,107,,,,,
2017,Oklahoma,,Guthrie,62,,,,,
2017,Oklahoma,,Shawnee,45,,,,,
2017,Oklahoma,,Muskogee,39,,,,,
2017,Oklahoma,,McAlester,33,,,,,
,,,,,,,,,
2017,Oregon,4368,Portland,928,,,,,
2017,Oregon,,Albany,416,,,,,
2017,Oregon,,Medford,277,,,,,
2017,Oregon,,Eugene,272,,,,,
2017,Oregon,,Salem,249,,,,,
2017,Oregon,,Beaverton,181,,,,,
2017,Oregon,,Springfield,152,,,,,
2017,Oregon,,Gresham,115,,,,,
2017,Oregon,,Hillsboro,89,,,,,
2017,Oregon,,Tigard,79,,,,,
2017,Oregon,,Central Point,71,,,,,
,,,,,,,,,
2017,Pennsylvania,10774,Philadelphia,3762,,,,,
2017,Pennsylvania,,Pittsburgh,1187,,,,,
2017,Pennsylvania,,Bensalem,425,,,,,
2017,Pennsylvania,,Harrisburg,302,,,,,
2017,Pennsylvania,,Reading,162,,,,,
2017,Pennsylvania,,Lancaster,149,,,,,
2017,Pennsylvania,,Allentown,134,,,,,
2017,Pennsylvania,,Chester,129,,,,,
2017,Pennsylvania,,Stroudsburg,129,,,,,
2017,Pennsylvania,,York,107,,,,,
2017,Pennsylvania,,Chambersburg,87,,,,,
,,,,,,,,,
2017,Puerto Rico,988,San Juan,268,,,,,
2017,Puerto Rico,,Guaynabo,143,,,,,
2017,Puerto Rico,,Bayamon,122,,,,,
2017,Puerto Rico,,Carolina,78,,,,,
2017,Puerto Rico,,Caguas,65,,,,,
2017,Puerto Rico,,Ponce,27,,,,,
2017,Puerto Rico,,Trujillo Alto,24,,,,,
2017,Puerto Rico,,Toa Baja,15,,,,,
2017,Puerto Rico,,Manati,12,,,,,
2017,Puerto Rico,,Toa Alta,12,,,,,
,,,,,,,,,
2017,Rhode Island,468,Providence,253,,,,,
2017,Rhode Island,,Cranston,29,,,,,
2017,Rhode Island,,Glocester,26,,,,,
2017,Rhode Island,,Pawtucket,21,,,,,
2017,Rhode Island,,Warwick,20,,,,,
2017,Rhode Island,,Coventry,16,,,,,
2017,Rhode Island,,Johnston,14,,,,,
2017,Rhode Island,,West Greenwich,14,,,,,
2017,Rhode Island,,Woonsocket,12,,,,,
2017,Rhode Island,,Central Falls,10,,,,,
2017,Rhode Island,,Newport,9,,,,,
,,,,,,,,,
2017,South Carolina,6423,Columbia,564,,,,,
2017,South Carolina,,North Charleston,491,,,,,
2017,South Carolina,,Spartanburg,441,,,,,
2017,South Carolina,,Summerville,234,,,,,
2017,South Carolina,,Lancaster,231,,,,,
2017,South Carolina,,Charleston,212,,,,,
2017,South Carolina,,Anderson,211,,,,,
2017,South Carolina,,Conway,182,,,,,
2017,South Carolina,,Florence,168,,,,,
2017,South Carolina,,Rock Hill,166,,,,,
,,,,,,,,,
2017,South Dakota,680,Rapid City,321,,,,,
2017,South Dakota,,Sioux Falls,57,,,,,
2017,South Dakota,,Belle Fourche,28,,,,,
2017,South Dakota,,Hot Springs,27,,,,,
2017,South Dakota,,Mission,20,,,,,
2017,South Dakota,,Sisseton,17,,,,,
2017,South Dakota,,Sturgis,17,,,,,
2017,South Dakota,,Lower Brule,15,,,,,
2017,South Dakota,,Deadwood,13,,,,,
2017,South Dakota,,Lennox,11,,,,,
2017,South Dakota,,Eagle Butte,10,,,,,
,,,,,,,,,
2017,Tennessee,11168,Memphis,4163,,,,,
2017,Tennessee,,Nashville,2118,,,,,
2017,Tennessee,,Chattanooga,1019,,,,,
2017,Tennessee,,Knoxville,431,,,,,
2017,Tennessee,,Antioch,199,,,,,
2017,Tennessee,,Jackson,179,,,,,
2017,Tennessee,,Madison,157,,,,,
2017,Tennessee,,Johnson City,141,,,,,
2017,Tennessee,,Hermitage,114,,,,,
2017,Tennessee,,Gallatin,107,,,,,
,,,,,,,,,
2017,Texas,27958,Houston,7398,,,,,
2017,Texas,,Dallas,3336,,,,,
2017,Texas,,San Antonio,2499,,,,,
2017,Texas,,Fort Worth,1361,,,,,
2017,Texas,,Austin,1195,,,,,
2017,Texas,,Corpus Christi,721,,,,,
2017,Texas,,Laredo,505,,,,,
2017,Texas,,Beaumont,497,,,,,
2017,Texas,,Killeen,467,,,,,
2017,Texas,,Grand Prairie,447,,,,,
,,,,,,,,,
2017,US Virgin Islands,122,St. Thomas,44,,,,,
2017,US Virgin Islands,,Christiansted,31,,,,,
2017,US Virgin Islands,,Frederiksted,26,,,,,
2017,US Virgin Islands,,Charlotte Amalie,12,,,,,
2017,US Virgin Islands,,St. Croix,5,,,,,
2017,US Virgin Islands,,Kingshill,4,,,,,
,,,,,,,,,
2017,Utah,1668,West Valley City,197,,,,,
2017,Utah,,Saint George,132,,,,,
2017,Utah,,Ogden,127,,,,,
2017,Utah,,West Jordan,118,,,,,
2017,Utah,,Salt Lake City,103,,,,,
2017,Utah,,Provo,94,,,,,
2017,Utah,,Spanish Fork,72,,,,,
2017,Utah,,South Salt Lake,71,,,,,
2017,Utah,,Orem,68,,,,,
2017,Utah,,Layton,55,,,,,
,,,,,,,,,
2017,Vermont,155,Burlington,18,,,,,
2017,Vermont,,Poultney,12,,,,,
2017,Vermont,,Barre,8,,,,,
2017,Vermont,,Milton,7,,,,,
2017,Vermont,,Northfield,7,,,,,
2017,Vermont,,Williamstown,7,,,,,
2017,Vermont,,East Randolph,6,,,,,
2017,Vermont,,Montpelier,6,,,,,
2017,Vermont,,Newport,6,,,,,
2017,Vermont,,Randolph,6,,,,,
2017,Vermont,,Graniteville,5,,,,,
,,,,,,,,,
2017,Virginia,10021,Richmond,1356,,,,,
2017,Virginia,,Virginia Beach,909,,,,,
2017,Virginia,,Norfolk,713,,,,,
2017,Virginia,,Newport News,702,,,,,
2017,Virginia,,Hampton,449,,,,,
2017,Virginia,,Chesapeake,353,,,,,
2017,Virginia,,Roanoke,288,,,,,
2017,Virginia,,Portsmouth,286,,,,,
2017,Virginia,,Danville,207,,,,,
2017,Virginia,,Woodbridge,182,,,,,
2017,Virginia,,North Chesterfield,165,,,,,
,,,,,,,,,
2017,Washington,5102,Seattle,716,,,,,
2017,Washington,,Spokane,701,,,,,
2017,Washington,,Yakima,261,,,,,
2017,Washington,,Kent,207,,,,,
2017,Washington,,Vancouver,205,,,,,
2017,Washington,,Kennewick,168,,,,,
2017,Washington,,Spokane Valley,154,,,,,
2017,Washington,,Everett,138,,,,,
2017,Washington,,Tacoma,108,,,,,
2017,Washington,,Pasco,102,,,,,
2017,Washington,,SeaTac,93,,,,,
,,,,,,,,,
2017,West Virginia,1950,Charleston,521,,,,,
2017,West Virginia,,Beckley,254,,,,,
2017,West Virginia,,Huntington,106,,,,,
2017,West Virginia,,Martinsburg,74,,,,,
2017,West Virginia,,Fairmont,50,,,,,
2017,West Virginia,,Morgantown,47,,,,,
2017,West Virginia,,Hedgesville,44,,,,,
2017,West Virginia,,South Charleston,37,,,,,
2017,West Virginia,,Buckhannon,34,,,,,
2017,West Virginia,,Wheeling,33,,,,,
,,,,,,,,,
2017,Wisconsin,4796,Milwaukee,2748,,,,,
2017,Wisconsin,,Madison,241,,,,,
2017,Wisconsin,,Racine,179,,,,,
2017,Wisconsin,,Green Bay,89,,,,,
2017,Wisconsin,,Janesville,89,,,,,
2017,Wisconsin,,West Allis,75,,,,,
2017,Wisconsin,,Beloit,74,,,,,
2017,Wisconsin,,Sheboygan,71,,,,,
2017,Wisconsin,,Kenosha,69,,,,,
2017,Wisconsin,,Appleton,55,,,,,
2017,Wisconsin,,Kaukauna,50,,,,,
,,,,,,,,,
2017,Wyoming,289,Cheyenne,78,,,,,
2017,Wyoming,,Laramie,29,,,,,
2017,Wyoming,,Casper,25,,,,,
2017,Wyoming,,Gillette,19,,,,,
2017,Wyoming,,Sheridan,19,,,,,
2017,Wyoming,,Evanston,14,,,,,
2017,Wyoming,,Yellowstone National Park,11,,,,,
2017,Wyoming,,Lander,10,,,,,
2017,Wyoming,,Riverton,10,,,,,
2017,Wyoming,,Wheatland,9,,,,,
,,,,,,,,,
2018,Alabama,6512,Huntsville,934,,,,,
2018,Alabama,,Birmingham,713,,,,,
2018,Alabama,,Mobile,689,,,,,
2018,Alabama,,Montgomery,320,,,,,
2018,Alabama,,Bessemer,313,,,,,
2018,Alabama,,Tuscaloosa,245,,,,,
2018,Alabama,,Selma,158,,,,,
2018,Alabama,,Gadsden,149,,,,,
2018,Alabama,,Phenix City,148,,,,,
2018,Alabama,,Opelika,142,,,,,
2018,Alabama,,Anniston,106,,,,,
,,,,,,,,,
2018,Alaska,1010,Anchorage,479,,,,,
2018,Alaska,,Fairbanks,125,,,,,
2018,Alaska,,Juneau,72,,,,,
2018,Alaska,,Palmer,58,,,,,
2018,Alaska,,Wasilla,51,,,,,
2018,Alaska,,Homer,33,,,,,
2018,Alaska,,Soldotna,24,,,,,
2018,Alaska,,Kenai,22,,,,,
2018,Alaska,,Eagle River,19,,,,,
2018,Alaska,,North Pole,14,,,,,
,,,,,,,,,
2018,Arizona,8251,Phoenix,1885,,,,,
2018,Arizona,,Tucson,1866,,,,,
2018,Arizona,,Tempe,516,,,,,
2018,Arizona,,Gilbert,501,,,,,
2018,Arizona,,Glendale,410,,,,,
2018,Arizona,,Scottsdale,263,,,,,
2018,Arizona,,Chandler,223,,,,,
2018,Arizona,,Yuma,204,,,,,
2018,Arizona,,Mesa,178,,,,,
2018,Arizona,,El Mirage,170,,,,,
,,,,,,,,,
2018,Arkansas,2315,Little Rock,857,,,,,
2018,Arkansas,,North Little Rock,295,,,,,
2018,Arkansas,,Hot Springs,147,,,,,
2018,Arkansas,,Fayetteville,141,,,,,
2018,Arkansas,,Springdale,122,,,,,
2018,Arkansas,,Jonesboro,93,,,,,
2018,Arkansas,,Texarkana,70,,,,,
2018,Arkansas,,West Memphis,38,,,,,
2018,Arkansas,,Fort Smith,27,,,,,
2018,Arkansas,,Siloam Springs,25,,,,,
,,,,,,,,,
2018,California,42488,Los Angeles,5355,,,,,
2018,California,,Sacramento,1772,,,,,
2018,California,,San Francisco,1110,,,,,
2018,California,,Fresno,1097,,,,,
2018,California,,Oakland,1034,,,,,
2018,California,,San Diego,989,,,,,
2018,California,,Stockton,920,,,,,
2018,California,,San Bernardino,848,,,,,
2018,California,,Bakersfield,611,,,,,
2018,California,,Agua Dulce,582,,,,,
,,,,,,,,,
2018,Colorado,5414,Denver,1642,,,,,
2018,Colorado,,Colorado Springs,1003,,,,,
2018,Colorado,,Lakewood,302,,,,,
2018,Colorado,,Aurora,232,,,,,
2018,Colorado,,Grand Junction,221,,,,,
2018,Colorado,,Pueblo,179,,,,,
2018,Colorado,,Greeley,168,,,,,
2018,Colorado,,Longmont,110,,,,,
2018,Colorado,,Littleton,65,,,,,
2018,Colorado,,Northglenn,64,,,,,
2018,Colorado,,Fort Collins,57,,,,,
,,,,,,,,,
2018,Connecticut,1469,Hartford,286,,,,,
2018,Connecticut,,Hamden,123,,,,,
2018,Connecticut,,Bridgeport,89,,,,,
2018,Connecticut,,Meriden,85,,,,,
2018,Connecticut,,New Haven,83,,,,,
2018,Connecticut,,Waterbury,83,,,,,
2018,Connecticut,,Farmington,75,,,,,
2018,Connecticut,,Torrington,45,,,,,
2018,Connecticut,,Groton,33,,,,,
2018,Connecticut,,Milford,29,,,,,
,,,,,,,,,
2018,Delaware,1097,Wilmington,330,,,,,
2018,Delaware,,Dover,133,,,,,
2018,Delaware,,Harrington,111,,,,,
2018,Delaware,,Newark,107,,,,,
2018,Delaware,,New Castle,83,,,,,
2018,Delaware,,Millsboro,41,,,,,
2018,Delaware,,Seaford,24,,,,,
2018,Delaware,,Milford,21,,,,,
2018,Delaware,,Middletown,19,,,,,
2018,Delaware,,Claymont,16,,,,,
2018,Delaware,,Georgetown,16,,,,,
,,,,,,,,,
2018,District of Columbia,2095,"Washington, DC",2095,,,,,
,,,,,,,,,
2018,Florida,23458,Jacksonville,2576,,,,,
2018,Florida,,Tampa,2213,,,,,
2018,Florida,,Orlando,1781,,,,,
2018,Florida,,Pensacola,971,,,,,
2018,Florida,,West Palm Beach,799,,,,,
2018,Florida,,Tallahassee,765,,,,,
2018,Florida,,Miami,580,,,,,
2018,Florida,,Naples,576,,,,,
2018,Florida,,Fort Myers,367,,,,,
2018,Florida,,Ocala,336,,,,,
,,,,,,,,,
2018,Georgia,16058,Atlanta,2661,,,,,
2018,Georgia,,Savannah,783,,,,,
2018,Georgia,,Augusta,757,,,,,
2018,Georgia,,Macon,660,,,,,
2018,Georgia,,Marietta,549,,,,,
2018,Georgia,,Columbus,475,,,,,
2018,Georgia,,Decatur,432,,,,,
2018,Georgia,,College Park,376,,,,,
2018,Georgia,,Jonesboro,359,,,,,
2018,Georgia,,Conyers,320,,,,,
,,,,,,,,,
2018,Guam,42,Dededo,8,,,,,
2018,Guam,,Talofofo,8,,,,,
2018,Guam,,Barrigada,6,,,,,
2018,Guam,,Tamuning-Tumon-Harmon,6,,,,,
2018,Guam,,Yigo,4,,,,,
2018,Guam,,Sinajana,3,,,,,
2018,Guam,,Agana Heights,2,,,,,
2018,Guam,,Mangilao,2,,,,,
2018,Guam,,Inarajan,1,,,,,
2018,Guam,,Maite,1,,,,,
2018,Guam,,Merizo,1,,,,,
,,,,,,,,,
2018,Hawaii,176,Lihue,42,,,,,
2018,Hawaii,,Honolulu,24,,,,,
2018,Hawaii,,Hilo,20,,,,,
2018,Hawaii,,Kapaa,10,,,,,
2018,Hawaii,,Pahoa,8,,,,,
2018,Hawaii,,Kaneohe,6,,,,,
2018,Hawaii,,Mountain View,6,,,,,
2018,Hawaii,,Kailua-Kona,5,,,,,
2018,Hawaii,,Kihei,5,,,,,
2018,Hawaii,,Kamuela,4,,,,,
2018,Hawaii,,Wailuku,4,,,,,
,,,,,,,,,
2018,Idaho,1353,Boise,315,,,,,
2018,Idaho,,Coeur d'Alene,114,,,,,
2018,Idaho,,Meridian,105,,,,,
2018,Idaho,,Twin Falls,102,,,,,
2018,Idaho,,Jerome,93,,,,,
2018,Idaho,,Idaho Falls,86,,,,,
2018,Idaho,,Lewiston,61,,,,,
2018,Idaho,,Garden City,43,,,,,
2018,Idaho,,Pocatello,31,,,,,
2018,Idaho,,Nampa,30,,,,,
,,,,,,,,,
2018,Illinois,14062,Chicago,6781,,,,,
2018,Illinois,,Rockford,451,,,,,
2018,Illinois,,Midlothian,363,,,,,
2018,Illinois,,Springfield,312,,,,,
2018,Illinois,,Joliet,283,,,,,
2018,Illinois,,Peoria,276,,,,,
2018,Illinois,,East Saint Louis,222,,,,,
2018,Illinois,,Aurora,213,,,,,
2018,Illinois,,Champaign,109,,,,,
2018,Illinois,,Cicero,104,,,,,
,,,,,,,,,
2018,Indiana,8493,Indianapolis,3929,,,,,
2018,Indiana,,Fort Wayne,887,,,,,
2018,Indiana,,Evansville,502,,,,,
2018,Indiana,,South Bend,400,,,,,
2018,Indiana,,Gary,301,,,,,
2018,Indiana,,Elkhart,250,,,,,
2018,Indiana,,Hammond,196,,,,,
2018,Indiana,,Muncie,192,,,,,
2018,Indiana,,Kokomo,135,,,,,
2018,Indiana,,Marion,111,,,,,
,,,,,,,,,
2018,Iowa,2577,Des Moines,622,,,,,
2018,Iowa,,Davenport,257,,,,,
2018,Iowa,,Ankeny,168,,,,,
2018,Iowa,,Waterloo,150,,,,,
2018,Iowa,,Doon,149,,,,,
2018,Iowa,,Sioux City,140,,,,,
2018,Iowa,,Cedar Rapids,120,,,,,
2018,Iowa,,Burlington,75,,,,,
2018,Iowa,,Webster City,73,,,,,
2018,Iowa,,Sanborn,56,,,,,
,,,,,,,,,
2018,Kansas,3396,Wichita,1371,,,,,
2018,Kansas,,Kansas City,683,,,,,
2018,Kansas,,Topeka,466,,,,,
2018,Kansas,,Manhattan,87,,,,,
2018,Kansas,,Lenexa,86,,,,,
2018,Kansas,,Lawrence,69,,,,,
2018,Kansas,,Garden City,54,,,,,
2018,Kansas,,Arkansas City,42,,,,,
2018,Kansas,,Junction City,42,,,,,
2018,Kansas,,Great Bend,40,,,,,
2018,Kansas,,Dodge City,33,,,,,
,,,,,,,,,
2018,Kentucky,5847,Louisville,3523,,,,,
2018,Kentucky,,Lexington,801,,,,,
2018,Kentucky,,Hopkinsville,128,,,,,
2018,Kentucky,,Owensboro,117,,,,,
2018,Kentucky,,Glasgow,105,,,,,
2018,Kentucky,,Covington,103,,,,,
2018,Kentucky,,Richmond,96,,,,,
2018,Kentucky,,Muldraugh,65,,,,,
2018,Kentucky,,Fort Campbell,55,,,,,
2018,Kentucky,,Bowling Green,47,,,,,
,,,,,,,,,
2018,Louisiana,9823,New Orleans,1742,,,,,
2018,Louisiana,,Baton Rouge,1582,,,,,
2018,Louisiana,,Shreveport,889,,,,,
2018,Louisiana,,Lake Charles,510,,,,,
2018,Louisiana,,Lafayette,366,,,,,
2018,Louisiana,,Metairie,251,,,,,
2018,Louisiana,,Alexandria,236,,,,,
2018,Louisiana,,Slidell,192,,,,,
2018,Louisiana,,New Iberia,181,,,,,
2018,Louisiana,,Harvey,164,,,,,
,,,,,,,,,
2018,Maine,441,Portland,73,,,,,
2018,Maine,,Gorham,35,,,,,
2018,Maine,,Highland Plantation,34,,,,,
2018,Maine,,Saco,25,,,,,
2018,Maine,,Auburn,18,,,,,
2018,Maine,,Presque Isle,17,,,,,
2018,Maine,,Lewiston,14,,,,,
2018,Maine,,Bangor,10,,,,,
2018,Maine,,Madison,10,,,,,
,,,,,,,,,
2018,Maryland,11096,Baltimore,3483,,,,,
2018,Maryland,,Frederick,749,,,,,
2018,Maryland,,Silver Spring,235,,,,,
2018,Maryland,,Brookeville,224,,,,,
2018,Maryland,,Waldorf,211,,,,,
2018,Maryland,,Annapolis,210,,,,,
2018,Maryland,,Pasadena,210,,,,,
2018,Maryland,,Hagerstown,195,,,,,
2018,Maryland,,Glen Burnie,191,,,,,
2018,Maryland,,Hyattsville,171,,,,,
,,,,,,,,,
2018,Massachusetts,1979,Boston,547,,,,,
2018,Massachusetts,,Springfield,172,,,,,
2018,Massachusetts,,Worcester,92,,,,,
2018,Massachusetts,,Lawrence,79,,,,,
2018,Massachusetts,,New Bedford,76,,,,,
2018,Massachusetts,,South Hadley,73,,,,,
2018,Massachusetts,,Holyoke,70,,,,,
2018,Massachusetts,,Shirley,56,,,,,
2018,Massachusetts,,Brockton,53,,,,,
2018,Massachusetts,,Lynn,46,,,,,
,,,,,,,,,
2018,Michigan,6036,Detroit,3493,,,,,
2018,Michigan,,Flint,344,,,,,
2018,Michigan,,Pontiac,209,,,,,
2018,Michigan,,Saginaw,177,,,,,
2018,Michigan,,Grand Rapids,159,,,,,
2018,Michigan,,Jackson,121,,,,,
2018,Michigan,,Traverse City,113,,,,,
2018,Michigan,,Lansing,98,,,,,
2018,Michigan,,Battle Creek,64,,,,,
2018,Michigan,,Kalamazoo,56,,,,,
,,,,,,,,,
2018,Minnesota,3909,Minneapolis,867,,,,,
2018,Minnesota,,St. Paul,737,,,,,
2018,Minnesota,,Vadnais Heights,123,,,,,
2018,Minnesota,,Brooklyn Park,114,,,,,
2018,Minnesota,,Duluth,114,,,,,
2018,Minnesota,,Brooklyn Center,87,,,,,
2018,Minnesota,,South St. Paul,74,,,,,
2018,Minnesota,,Willmar,70,,,,,
2018,Minnesota,,Brainerd,63,,,,,
2018,Minnesota,,Prior Lake,56,,,,,
2018,Minnesota,,Burnsville,54,,,,,
,,,,,,,,,
2018,Mississippi,4205,Jackson,743,,,,,
2018,Mississippi,,Gulfport,365,,,,,
2018,Mississippi,,Hattiesburg,239,,,,,
2018,Mississippi,,Southaven,184,,,,,
2018,Mississippi,,Laurel,102,,,,,
2018,Mississippi,,Ridgeland,98,,,,,
