,Distribution,Beta,N,topk,sigma,B_hat,Bh_L,Bh_H,R2
450,Normal,1.1666666666666667,100,0.5,0.05,0.8162160997804762,0.5739585603895366,1.0584736391714156,0.5116901462361395
451,Normal,1.1666666666666667,100,0.5,0.05,0.8277097515971708,0.6474334027215409,1.0079861004728006,0.6605523788436187
452,Normal,1.1666666666666667,100,0.5,0.05,0.8421110741010622,0.629756785523529,1.0544653626785956,0.5979736144323845
453,Normal,1.1666666666666667,100,0.5,0.05,1.017392354144019,0.8400253313903586,1.1947593768976796,0.7523094338790717
454,Normal,1.1666666666666667,100,0.5,0.05,0.8939294949673773,0.6232731704430922,1.1645858194916623,0.5017419155175624
455,Normal,1.1666666666666667,100,0.5,0.05,0.8921309797589556,0.6668426585606648,1.1174193009572464,0.5972887999911155
456,Normal,1.1666666666666667,100,0.5,0.05,0.8407868936641258,0.6450409785895694,1.0365328087386823,0.6357022341780598
457,Normal,1.1666666666666667,100,0.5,0.05,0.8065895252703879,0.6122723295452415,1.0009067209955342,0.6139767932589848
458,Normal,1.1666666666666667,100,0.5,0.05,0.8992748456979385,0.707781844587063,1.090767846808814,0.6705974472410896
459,Normal,1.1666666666666667,100,0.5,0.05,0.7856303085987832,0.6389764322078444,0.9322841849897221,0.7259629718778502
460,Normal,1.1666666666666667,100,0.5,0.05,1.0647346464972927,0.859716945378309,1.2697523476162762,0.7183893603982562
461,Normal,1.1666666666666667,100,0.5,0.05,0.9360706567782824,0.7165977067344247,1.15554360682214,0.6324265929912765
462,Normal,1.1666666666666667,100,0.5,0.05,0.8685048869180108,0.6448375404320835,1.092172233403938,0.587815926055273
463,Normal,1.1666666666666667,100,0.5,0.05,0.7019153662749238,0.5035834600205834,0.9002472725292642,0.536225263057972
464,Normal,1.1666666666666667,100,0.5,0.05,0.7907396506440212,0.5695547904697379,1.0119245108183044,0.5412444328893022
465,Normal,1.1666666666666667,100,0.5,0.05,0.913352690447427,0.6568059818474445,1.1698993990474094,0.5391785874039663
466,Normal,1.1666666666666667,100,0.5,0.05,0.8342437464083634,0.6009286334577626,1.0675588593589642,0.5413267253378136
467,Normal,1.1666666666666667,100,0.5,0.05,1.0146702323241223,0.8061444134528998,1.223196051195345,0.6913054150287588
468,Normal,1.1666666666666667,100,0.5,0.05,0.8816794867496105,0.6498477483458901,1.113511225153331,0.5717628223615169
469,Normal,1.1666666666666667,100,0.5,0.05,0.890590628929866,0.7093177272809699,1.071863530578762,0.6953982737159994
470,Normal,1.1666666666666667,100,0.5,0.05,0.8293635554547034,0.5800402864406665,1.0786868244687402,0.5053073311843714
471,Normal,1.1666666666666667,100,0.5,0.05,0.9485378068474758,0.7666752077260061,1.1304004059689456,0.7201201279285896
472,Normal,1.1666666666666667,100,0.5,0.05,0.9840593762171395,0.7566860345617042,1.2114327178725746,0.6335784414078462
473,Normal,1.1666666666666667,100,0.5,0.05,0.7860434387285915,0.48973506460442917,1.0823518128527538,0.39961725043638097
474,Normal,1.1666666666666667,100,0.5,0.05,0.8760654606898246,0.7036724418723447,1.0484584795073044,0.70951816831894
475,Normal,1.1666666666666667,100,0.5,0.05,1.067246120268429,0.8437799159026818,1.290712324634176,0.6832765235711911
476,Normal,1.1666666666666667,100,0.5,0.05,1.04688216735875,0.8484096600238714,1.2453546746936288,0.7246327499708093
477,Normal,1.1666666666666667,100,0.5,0.05,0.6551688507415339,0.5064641859300832,0.8038735155529845,0.6418206557479413
478,Normal,1.1666666666666667,100,0.5,0.05,0.9470098293226279,0.6757112494527384,1.2183084091925174,0.5354146341325633
479,Normal,1.1666666666666667,100,0.5,0.05,0.9480696389560856,0.7590537948968887,1.1370854830152826,0.6990141620681891
480,Normal,1.1666666666666667,100,0.5,0.05,0.5926304732341521,0.374390622778859,0.8108703236894452,0.40500979094181455
481,Normal,1.1666666666666667,100,0.5,0.05,0.8907951911089702,0.7207554529987095,1.060834929219231,0.7169897248005446
482,Normal,1.1666666666666667,100,0.5,0.05,0.7992013290437683,0.5700887912282434,1.028313866859293,0.5290205235083618
483,Normal,1.1666666666666667,100,0.5,0.05,0.7037189534955726,0.4965353143192036,0.9109025926719415,0.5157349502857831
484,Normal,1.1666666666666667,100,0.5,0.05,0.686055970998737,0.40955497124271995,0.9625569707547541,0.3623689606842977
485,Normal,1.1666666666666667,100,0.5,0.05,0.9425309972857141,0.7702341765160018,1.1148278180554265,0.7342149216085694
486,Normal,1.1666666666666667,100,0.5,0.05,0.9345814767406537,0.7098660746320145,1.159296878849293,0.6206352353053325
487,Normal,1.1666666666666667,100,0.5,0.05,1.1562752887856114,0.9231379600515763,1.3894126175196464,0.6942525850417329
488,Normal,1.1666666666666667,100,0.5,0.05,1.0801947386696806,0.8863171478630535,1.2740723294763077,0.7459365365287574
489,Normal,1.1666666666666667,100,0.5,0.05,0.8915374590348781,0.7127070358220708,1.0703678822476854,0.7015596976652501
490,Normal,1.1666666666666667,100,0.5,0.05,0.6842009041640837,0.4784056017298842,0.8899962065982833,0.5050380171954847
491,Normal,1.1666666666666667,100,0.5,0.05,0.9471656180810335,0.7244007862780227,1.1699304498840442,0.6309819735772749
492,Normal,1.1666666666666667,100,0.5,0.05,1.0320481792402276,0.806549836310215,1.2575465221702402,0.6645623946640968
493,Normal,1.1666666666666667,100,0.5,0.05,0.8035430324454076,0.5621545491721281,1.044931515718687,0.5056647171965813
494,Normal,1.1666666666666667,100,0.5,0.05,0.9271056984625883,0.7283634483251262,1.1258479486000503,0.6730109267443558
495,Normal,1.1666666666666667,100,0.5,0.05,0.9349140545639028,0.6447610661664069,1.2250670429613986,0.4954525546081583
496,Normal,1.1666666666666667,100,0.5,0.05,0.9236629406782892,0.6847438230080112,1.1625820583485673,0.5797769580933185
497,Normal,1.1666666666666667,100,0.5,0.05,0.8675062476289348,0.6472882118867038,1.0877242833711658,0.5947715356394446
498,Normal,1.1666666666666667,100,0.5,0.05,0.9972057976403175,0.7563998978673263,1.2380116974133086,0.6186091786680168
499,Normal,1.1666666666666667,100,0.5,0.05,0.9620805456475701,0.7034215403396842,1.220739550955456,0.5668209439467529
500,Normal,1.1666666666666667,1000,0.5,0.05,0.9119266814069263,0.8479051888589662,0.9759481739548865,0.6367758748195581
501,Normal,1.1666666666666667,1000,0.5,0.05,0.8396511231222856,0.7733616948080864,0.9059405514364849,0.5803916892025653
502,Normal,1.1666666666666667,1000,0.5,0.05,0.8734568988985272,0.8025087917943075,0.9444050060027469,0.5664764907172168
503,Normal,1.1666666666666667,1000,0.5,0.05,0.8985738836656356,0.8297426969239692,0.9674050704073021,0.5944835728763534
504,Normal,1.1666666666666667,1000,0.5,0.05,0.8302367154743251,0.7636714555608378,0.8968019753878124,0.5728590170829587
505,Normal,1.1666666666666667,1000,0.5,0.05,0.7723409330649451,0.7041114985038414,0.8405703676260489,0.5237548597329379
506,Normal,1.1666666666666667,1000,0.5,0.05,0.910687499349045,0.8393825880903419,0.9819924106077481,0.5844185104044728
507,Normal,1.1666666666666667,1000,0.5,0.05,0.8296742065693472,0.7644198802315564,0.894928532907138,0.5822339943815297
508,Normal,1.1666666666666667,1000,0.5,0.05,0.8928896248458433,0.8218983873374652,0.9638808623542214,0.5775024963212789
509,Normal,1.1666666666666667,1000,0.5,0.05,0.8392860819703265,0.773414880716827,0.905157283223826,0.5838058854670587
510,Normal,1.1666666666666667,1000,0.5,0.05,0.8371952349151432,0.7719832885728606,0.9024071812574259,0.5869324682088597
511,Normal,1.1666666666666667,1000,0.5,0.05,0.8747943863807306,0.8082696671490751,0.9413191056123861,0.5990592242009676
512,Normal,1.1666666666666667,1000,0.5,0.05,0.8588441433769285,0.7949912386497533,0.9226970481041037,0.6093260568601545
513,Normal,1.1666666666666667,1000,0.5,0.05,0.8781580506269036,0.8134175768902534,0.9428985243635537,0.6128024901003848
514,Normal,1.1666666666666667,1000,0.5,0.05,0.8359237518658031,0.7671018976243136,0.9047456061072927,0.5592847672209906
515,Normal,1.1666666666666667,1000,0.5,0.05,0.7973646197396751,0.7282870934000134,0.8664421460793368,0.5334888487260987
516,Normal,1.1666666666666667,1000,0.5,0.05,0.8080633434998168,0.7428655035311414,0.8732611834684921,0.5686681320068814
517,Normal,1.1666666666666667,1000,0.5,0.05,0.8468156378663463,0.7813620064585882,0.9122692692741043,0.5895905678063629
518,Normal,1.1666666666666667,1000,0.5,0.05,0.8836878715121264,0.8204705522290385,0.9469051907952142,0.6275032770979103
519,Normal,1.1666666666666667,1000,0.5,0.05,0.8170614667825973,0.7492080334357433,0.8849149001294513,0.555569027050804
520,Normal,1.1666666666666667,1000,0.5,0.05,0.8788313847805191,0.8165885087465615,0.9410742608144768,0.6326992323732774
521,Normal,1.1666666666666667,1000,0.5,0.05,0.851373886104958,0.7825812770465961,0.9201664951633199,0.5696017099376678
522,Normal,1.1666666666666667,1000,0.5,0.05,0.8763245155946473,0.8067747304586429,0.9458743007306517,0.5778263628383771
523,Normal,1.1666666666666667,1000,0.5,0.05,0.8660612770107212,0.802603263069189,0.9295192909522534,0.6157108195017413
524,Normal,1.1666666666666667,1000,0.5,0.05,0.860133350182805,0.7963792302471073,0.9238874701185027,0.6102432840745634
525,Normal,1.1666666666666667,1000,0.5,0.05,0.8554302265314666,0.780664501838391,0.9301959512245422,0.5313234158387282
526,Normal,1.1666666666666667,1000,0.5,0.05,0.9182336509385451,0.8467292495381732,0.9897380523389171,0.5859813038124198
527,Normal,1.1666666666666667,1000,0.5,0.05,0.8599395713327085,0.7928142496123701,0.9270648930530468,0.5859071199340525
528,Normal,1.1666666666666667,1000,0.5,0.05,0.9072760060257259,0.8387204002663602,0.9758316117850916,0.6021231008568598
529,Normal,1.1666666666666667,1000,0.5,0.05,0.8664313362210514,0.8000990876082081,0.9327635848338947,0.5936735401970561
530,Normal,1.1666666666666667,1000,0.5,0.05,0.8573869746756901,0.7957592892625504,0.9190146600888299,0.626334676290476
531,Normal,1.1666666666666667,1000,0.5,0.05,0.8700335931644543,0.8026810426582307,0.9373861436706779,0.589924079635787
532,Normal,1.1666666666666667,1000,0.5,0.05,0.7969584029031281,0.7367057913426979,0.8572110144635584,0.6007859193014505
533,Normal,1.1666666666666667,1000,0.5,0.05,0.9164840044106448,0.8486115014218808,0.9843565073994088,0.6111851516123938
534,Normal,1.1666666666666667,1000,0.5,0.05,0.8646958054575826,0.8043741234017228,0.9250174875134425,0.6391880438781941
535,Normal,1.1666666666666667,1000,0.5,0.05,0.8738285896984647,0.8093651444209675,0.9382920349759618,0.61249203469525
536,Normal,1.1666666666666667,1000,0.5,0.05,0.900245774943758,0.8367091267493919,0.9637824231381241,0.634847531024702
537,Normal,1.1666666666666667,1000,0.5,0.05,0.8904190325566308,0.8232301310724799,0.9576079340407817,0.6027853585754767
538,Normal,1.1666666666666667,1000,0.5,0.05,0.8878303778217913,0.8209136582976303,0.9547470973459523,0.6017242580420452
539,Normal,1.1666666666666667,1000,0.5,0.05,0.9045681468069935,0.8371453751279745,0.9719909184860125,0.6086558948954535
540,Normal,1.1666666666666667,1000,0.5,0.05,0.8285104546711031,0.7623176914309143,0.8947032179112918,0.5734907209736284
541,Normal,1.1666666666666667,1000,0.5,0.05,0.7912446780352957,0.7229729090362057,0.8595164470343858,0.5360497182224581
542,Normal,1.1666666666666667,1000,0.5,0.05,0.7979088212536007,0.7242977876495269,0.8715198548576746,0.5032170156118267
543,Normal,1.1666666666666667,1000,0.5,0.05,0.8776548717429968,0.8109047460554321,0.9444049974305616,0.597923923902713
544,Normal,1.1666666666666667,1000,0.5,0.05,0.8724278001907795,0.8052627702311664,0.9395928301503925,0.593142226793403
545,Normal,1.1666666666666667,1000,0.5,0.05,0.8537243789022897,0.7899356296578115,0.9175131281467679,0.6064205693422786
546,Normal,1.1666666666666667,1000,0.5,0.05,0.8388900857430781,0.7720072488270021,0.9057729226591541,0.5756018259620181
547,Normal,1.1666666666666667,1000,0.5,0.05,0.8545132409515648,0.7874611856446742,0.9215652962584554,0.5833631476038299
548,Normal,1.1666666666666667,1000,0.5,0.05,0.8975408025565499,0.8280902944117667,0.966991310701333,0.5896009812654474
549,Normal,1.1666666666666667,1000,0.5,0.05,0.8742069645403463,0.8045016604444646,0.943912268636228,0.5750069180711478
550,Normal,1.1666666666666667,10000,0.5,0.05,0.8655807171034624,0.8448562022055609,0.8863052320013639,0.5988623854226001
551,Normal,1.1666666666666667,10000,0.5,0.05,0.8673642037693028,0.8473063708241981,0.8874220367144074,0.6154403321173476
552,Normal,1.1666666666666667,10000,0.5,0.05,0.8551335337600583,0.8345067733402277,0.8757602941798889,0.5949728051512134
553,Normal,1.1666666666666667,10000,0.5,0.05,0.8358429016591038,0.8147503412564772,0.8569354620617304,0.5727679911813827
554,Normal,1.1666666666666667,10000,0.5,0.05,0.8534982110090048,0.8324585258531783,0.8745378961648314,0.5847257753247466
555,Normal,1.1666666666666667,10000,0.5,0.05,0.8670512069737609,0.8467218326991537,0.8873805812483682,0.6085126956241156
556,Normal,1.1666666666666667,10000,0.5,0.05,0.8518258990099674,0.8309741429892274,0.8726776550307074,0.58791077071734
557,Normal,1.1666666666666667,10000,0.5,0.05,0.863366850664719,0.8426458431531514,0.8840878581762865,0.5975520846616942
558,Normal,1.1666666666666667,10000,0.5,0.05,0.8444132618452685,0.8238728122464513,0.8649537114440858,0.5909609105146677
559,Normal,1.1666666666666667,10000,0.5,0.05,0.8758022224828176,0.8553340477071936,0.8962703972584416,0.6102130810825026
560,Normal,1.1666666666666667,10000,0.5,0.05,0.8519023797551379,0.8300880267399403,0.8737167327703356,0.5657636608519053
561,Normal,1.1666666666666667,10000,0.5,0.05,0.858379305258437,0.8377459150428734,0.8790126954740005,0.5969641342430789
562,Normal,1.1666666666666667,10000,0.5,0.05,0.8543746544022088,0.8336428836496477,0.87510642515477,0.5920405224556753
563,Normal,1.1666666666666667,10000,0.5,0.05,0.8739889061159474,0.8532969143537931,0.8946808978781017,0.6043025979946135
564,Normal,1.1666666666666667,10000,0.5,0.05,0.8630182173252459,0.8424136388280486,0.8836227958224431,0.5999051130524871
565,Normal,1.1666666666666667,10000,0.5,0.05,0.8672612305484625,0.8463023192968365,0.8882201418000885,0.5942215994823252
566,Normal,1.1666666666666667,10000,0.5,0.05,0.8489606296338716,0.8285256630570969,0.8693955962106464,0.5959830609403587
567,Normal,1.1666666666666667,10000,0.5,0.05,0.8592628000333633,0.8382688101872703,0.8802567898794563,0.588828488386783
568,Normal,1.1666666666666667,10000,0.5,0.05,0.8548697392501106,0.8339735094864887,0.8757659690137324,0.5886065738555327
569,Normal,1.1666666666666667,10000,0.5,0.05,0.8679537044218446,0.8466838043622328,0.8892236044814564,0.5872705215745553
570,Normal,1.1666666666666667,10000,0.5,0.05,0.8702657552512221,0.8489025879944933,0.8916289225079509,0.5864928020049069
571,Normal,1.1666666666666667,10000,0.5,0.05,0.8643460693491521,0.8438507440069657,0.8848413946913386,0.6036703615255996
572,Normal,1.1666666666666667,10000,0.5,0.05,0.8838093392457427,0.8629284885089701,0.9046901899825153,0.6051942370477851
573,Normal,1.1666666666666667,10000,0.5,0.05,0.8598523821819748,0.8392166009515698,0.8804881634123798,0.5972514849556168
574,Normal,1.1666666666666667,10000,0.5,0.05,0.8556161817613798,0.8348071443781235,0.876425219144636,0.5913749927332689
575,Normal,1.1666666666666667,10000,0.5,0.05,0.8863068186259474,0.8654854776172403,0.9071281596346545,0.6076909977858367
576,Normal,1.1666666666666667,10000,0.5,0.05,0.8584990896371223,0.8372823728013498,0.8797158064728948,0.5831145906524842
577,Normal,1.1666666666666667,10000,0.5,0.05,0.8695116016164485,0.8483946154963492,0.8906285877365477,0.5918994049331753
578,Normal,1.1666666666666667,10000,0.5,0.05,0.8722794123952523,0.8516357337003017,0.892923091090203,0.6039518823785821
579,Normal,1.1666666666666667,10000,0.5,0.05,0.8493278206513593,0.8285519151874194,0.8701037261152991,0.5880917936133272
580,Normal,1.1666666666666667,10000,0.5,0.05,0.8581067754347126,0.8369652189904325,0.8792483318789927,0.58494116915718
581,Normal,1.1666666666666667,10000,0.5,0.05,0.8722870182354527,0.8513199765238743,0.8932540599470312,0.5964971812906277
582,Normal,1.1666666666666667,10000,0.5,0.05,0.8571675691646328,0.8360893273857007,0.8782458109435648,0.5857574416213553
583,Normal,1.1666666666666667,10000,0.5,0.05,0.8815998580447393,0.8610654317664981,0.9021342843229805,0.6122894584580241
584,Normal,1.1666666666666667,10000,0.5,0.05,0.8671956610116196,0.8456397182105443,0.8887516038126949,0.5804085954418505
585,Normal,1.1666666666666667,10000,0.5,0.05,0.8604601230632148,0.839405255195116,0.8815149909313137,0.5882622195478722
586,Normal,1.1666666666666667,10000,0.5,0.05,0.8713712705946681,0.8510800286984039,0.8916625124909323,0.6119288756021763
587,Normal,1.1666666666666667,10000,0.5,0.05,0.8781158130131246,0.8577481874333849,0.8984834385928643,0.6135936959945485
588,Normal,1.1666666666666667,10000,0.5,0.05,0.8711203667952339,0.8504787102502414,0.8917620233402264,0.6037884918404552
589,Normal,1.1666666666666667,10000,0.5,0.05,0.8763112062878091,0.8553240666433723,0.8972983459322459,0.5988388114965435
590,Normal,1.1666666666666667,10000,0.5,0.05,0.870844105910213,0.8497172499225634,0.8919709618978626,0.5920371891393978
591,Normal,1.1666666666666667,10000,0.5,0.05,0.8330716623409293,0.8116644435735325,0.8544788811083261,0.564146485177162
592,Normal,1.1666666666666667,10000,0.5,0.05,0.8890527994556291,0.8685688166323032,0.909536782278955,0.6169675217555611
593,Normal,1.1666666666666667,10000,0.5,0.05,0.8620384596164192,0.8417715713742978,0.8823053478585406,0.6076408377255301
594,Normal,1.1666666666666667,10000,0.5,0.05,0.8594386030947867,0.8391720495793892,0.8797051566101842,0.6059948278735618
595,Normal,1.1666666666666667,10000,0.5,0.05,0.8650596619975771,0.8445402947211579,0.8855790292739963,0.6027051276810214
596,Normal,1.1666666666666667,10000,0.5,0.05,0.8542005980227374,0.8336282894798066,0.8747729065656682,0.5958276669967111
597,Normal,1.1666666666666667,10000,0.5,0.05,0.8627180899847582,0.8418145101993901,0.8836216697701262,0.5931779377005921
598,Normal,1.1666666666666667,10000,0.5,0.05,0.8857032126255883,0.8649890674396864,0.9064173578114901,0.6099840934756384
599,Normal,1.1666666666666667,10000,0.5,0.05,0.8494024661321925,0.8289546634953042,0.8698502687690808,0.5957170020257712
600,Normal,1.1666666666666667,100000,0.5,0.05,0.8652104749707537,0.8586586404219312,0.8717623095195761,0.598311034039339
601,Normal,1.1666666666666667,100000,0.5,0.05,0.8687875164667567,0.8622265971832982,0.8753484357502151,0.5996220892179779
602,Normal,1.1666666666666667,100000,0.5,0.05,0.8627435962164345,0.8560854537136334,0.8694017387192355,0.589185174624669
603,Normal,1.1666666666666667,100000,0.5,0.05,0.8639977195033719,0.8574339875779681,0.8705614514287757,0.5968333522561007
604,Normal,1.1666666666666667,100000,0.5,0.05,0.8654318898874251,0.8588667976762948,0.8719969820985555,0.5976439434671634
605,Normal,1.1666666666666667,100000,0.5,0.05,0.8615146662947453,0.8549498364722168,0.8680794961172738,0.5953615925562927
606,Normal,1.1666666666666667,100000,0.5,0.05,0.8580298760789766,0.8513969397734469,0.8646628123845064,0.588379683522843
607,Normal,1.1666666666666667,100000,0.5,0.05,0.8597549571832523,0.8531746963618915,0.8663352180046132,0.5932166569527259
608,Normal,1.1666666666666667,100000,0.5,0.05,0.8631783278005525,0.8565890836964054,0.8697675719046996,0.5945505705078696
609,Normal,1.1666666666666667,100000,0.5,0.05,0.8578884636875728,0.8512735500410631,0.8645033773340824,0.5896279633230874
610,Normal,1.1666666666666667,100000,0.5,0.05,0.8648543389476053,0.8582837979988961,0.8714248798963146,0.5968487446806356
611,Normal,1.1666666666666667,100000,0.5,0.05,0.8659544297994675,0.8593564656331164,0.8725523939658185,0.5954982285195733
612,Normal,1.1666666666666667,100000,0.5,0.05,0.8652405864987287,0.8586357565675161,0.8718454164299413,0.5945191236525889
613,Normal,1.1666666666666667,100000,0.5,0.05,0.8695730347879262,0.8629413054185464,0.8762047641573061,0.5949086238586511
614,Normal,1.1666666666666667,100000,0.5,0.05,0.8633256173552901,0.8566821856079802,0.8699690491026001,0.590646197981364
615,Normal,1.1666666666666667,100000,0.5,0.05,0.8638221705234521,0.8571725249301341,0.8704718161167702,0.5904291263571626
616,Normal,1.1666666666666667,100000,0.5,0.05,0.8614892009015485,0.8548703069151302,0.8681080948879667,0.5914110227948246
617,Normal,1.1666666666666667,100000,0.5,0.05,0.8633979224835855,0.8567826009651908,0.8700132440019802,0.5925959271290275
618,Normal,1.1666666666666667,100000,0.5,0.05,0.8635415654783518,0.8569157164614367,0.8701674144952669,0.5920479190150425
619,Normal,1.1666666666666667,100000,0.5,0.05,0.858315569090049,0.8517226051268432,0.8649085330532549,0.5916641495741153
620,Normal,1.1666666666666667,100000,0.5,0.05,0.8595708073860262,0.853004960948325,0.8661366538237274,0.5942195496527292
621,Normal,1.1666666666666667,100000,0.5,0.05,0.8655298019382105,0.8589865995308172,0.8720730043456038,0.5992874312388057
622,Normal,1.1666666666666667,100000,0.5,0.05,0.8619742354353086,0.8553188384047301,0.8686296324658871,0.5889906069523361
623,Normal,1.1666666666666667,100000,0.5,0.05,0.8697750110552835,0.8631367076357338,0.8764133144748333,0.5946448119798735
624,Normal,1.1666666666666667,100000,0.5,0.05,0.8663205984288673,0.8597821775517811,0.8728590193059536,0.5998953984916195
625,Normal,1.1666666666666667,100000,0.5,0.05,0.8648852649308125,0.8583087507548646,0.8714617791067605,0.5963911114775885
626,Normal,1.1666666666666667,100000,0.5,0.05,0.8598254234569058,0.8531924521802542,0.8664583947335575,0.5894269987551171
627,Normal,1.1666666666666667,100000,0.5,0.05,0.8654456197592211,0.8588164275877292,0.8720748119307129,0.5928303460708828
628,Normal,1.1666666666666667,100000,0.5,0.05,0.8588644723999117,0.8522660819339675,0.8654628628658559,0.5913605075821342
629,Normal,1.1666666666666667,100000,0.5,0.05,0.8679185656215047,0.8613798646481633,0.8744572665948461,0.6008391640403136
630,Normal,1.1666666666666667,100000,0.5,0.05,0.869836267173488,0.8631674667016584,0.8765050676453177,0.5924887268120924
631,Normal,1.1666666666666667,100000,0.5,0.05,0.8608651973664614,0.8542170010891866,0.8675133936437361,0.5887406702687243
632,Normal,1.1666666666666667,100000,0.5,0.05,0.8583883361640581,0.8518270359007705,0.8649496364273457,0.5938306657887102
633,Normal,1.1666666666666667,100000,0.5,0.05,0.8597605324338442,0.8531557297916512,0.8663653350760372,0.5914057891324465
634,Normal,1.1666666666666667,100000,0.5,0.05,0.8636541872803338,0.857079209042165,0.8702291655185027,0.595737360995001
635,Normal,1.1666666666666667,100000,0.5,0.05,0.8599304542560766,0.8533029954057305,0.8665579131064227,0.5898884464315691
636,Normal,1.1666666666666667,100000,0.5,0.05,0.8633305165454868,0.8567518312429729,0.8699092018480006,0.5953334486545285
637,Normal,1.1666666666666667,100000,0.5,0.05,0.8625479440348567,0.8559549983708163,0.869140889698897,0.5938845197300933
638,Normal,1.1666666666666667,100000,0.5,0.05,0.8589532623506191,0.8523461447917067,0.8655603799095315,0.5908898224888004
639,Normal,1.1666666666666667,100000,0.5,0.05,0.8607885608736048,0.8541997765350627,0.8673773452121468,0.5931234823801286
640,Normal,1.1666666666666667,100000,0.5,0.05,0.8672439611251601,0.8607050087236878,0.8737829135266324,0.600405002530929
641,Normal,1.1666666666666667,100000,0.5,0.05,0.8662598843717593,0.8596196916930329,0.8729000770504857,0.5925160811574217
642,Normal,1.1666666666666667,100000,0.5,0.05,0.8646083879856192,0.8579501939890152,0.8712665819822233,0.590253140115392
643,Normal,1.1666666666666667,100000,0.5,0.05,0.8586793769711125,0.8520403478397165,0.8653184061025085,0.5884038176327535
644,Normal,1.1666666666666667,100000,0.5,0.05,0.863081300474887,0.8564851589509355,0.8696774419988385,0.5939167510195763
645,Normal,1.1666666666666667,100000,0.5,0.05,0.866518329721842,0.8598893571898243,0.8731473022538596,0.5934388420036594
646,Normal,1.1666666666666667,100000,0.5,0.05,0.8604151070136563,0.8537930047812319,0.8670372092460807,0.590466085011772
647,Normal,1.1666666666666667,100000,0.5,0.05,0.8597687681410111,0.8531919935201867,0.8663455427618355,0.5935445300570877
648,Normal,1.1666666666666667,100000,0.5,0.05,0.8663178224688295,0.8597480619029493,0.8728875830347097,0.5977139047453075
649,Normal,1.1666666666666667,100000,0.5,0.05,0.8646468273242185,0.8580316305370616,0.8712620241113754,0.5934905687268317
650,Normal,1.1666666666666667,1000000,0.5,0.05,0.8637969426341314,0.86171006613482,0.8658838191334428,0.5940724997589217
651,Normal,1.1666666666666667,1000000,0.5,0.05,0.8628800448509626,0.8607912164632036,0.8649688732387216,0.5931256610445013
652,Normal,1.1666666666666667,1000000,0.5,0.05,0.8634341170435835,0.8613486127407575,0.8655196213464096,0.5942106959860884
653,Normal,1.1666666666666667,1000000,0.5,0.05,0.8630456168424026,0.8609566801158413,0.8651345535689638,0.5931782056492207
654,Normal,1.1666666666666667,1000000,0.5,0.05,0.8647479965069458,0.8626628297131794,0.8668331633007121,0.5950496323030561
655,Normal,1.1666666666666667,1000000,0.5,0.05,0.8627592614347144,0.8606741529025713,0.8648443699668574,0.5938983036803729
656,Normal,1.1666666666666667,1000000,0.5,0.05,0.8618186731942483,0.859733373725041,0.8639039726634556,0.5933519862048713
657,Normal,1.1666666666666667,1000000,0.5,0.05,0.8621841361333651,0.8600940618441859,0.8642742104225443,0.5924353834435738
658,Normal,1.1666666666666667,1000000,0.5,0.05,0.8616724037018759,0.8595864024566031,0.8637584049471487,0.5931189492520574
659,Normal,1.1666666666666667,1000000,0.5,0.05,0.8622835499959205,0.8602010372573452,0.8643660627344958,0.5942357800487672
660,Normal,1.1666666666666667,1000000,0.5,0.05,0.8635707143150171,0.8614863080823507,0.8656551205476835,0.5945237686796467
661,Normal,1.1666666666666667,1000000,0.5,0.05,0.8624145058532253,0.8603319736953792,0.8644970380110715,0.5943173814593045
662,Normal,1.1666666666666667,1000000,0.5,0.05,0.8615768681074893,0.8594902526778798,0.8636634835370989,0.5928948814129198
663,Normal,1.1666666666666667,1000000,0.5,0.05,0.8636189600353692,0.8615297476603698,0.8657081724103686,0.59347955120131
664,Normal,1.1666666666666667,1000000,0.5,0.05,0.8633431433883345,0.8612593701470919,0.8654269166295772,0.5945887022598193
665,Normal,1.1666666666666667,1000000,0.5,0.05,0.863485289338513,0.8613970915964104,0.8655734870806155,0.5935764809280568
666,Normal,1.1666666666666667,1000000,0.5,0.05,0.863753659073474,0.8616678125818064,0.8658395055651417,0.5942740880661682
667,Normal,1.1666666666666667,1000000,0.5,0.05,0.8664599951998984,0.8643688351279983,0.8685511552717984,0.594588433167029
668,Normal,1.1666666666666667,1000000,0.5,0.05,0.8625818170497119,0.8604906395437274,0.8646729945556965,0.5924123708700857
669,Normal,1.1666666666666667,1000000,0.5,0.05,0.8633071306593845,0.8612201666573996,0.8653940946613693,0.5937808251982408
670,Normal,1.1666666666666667,1000000,0.5,0.05,0.8636332318839166,0.8615438095738583,0.8657226541939749,0.5934390404687635
671,Normal,1.1666666666666667,1000000,0.5,0.05,0.8631297269620344,0.8610473044866948,0.865212149437374,0.5946915359799994
672,Normal,1.1666666666666667,1000000,0.5,0.05,0.862875963401347,0.8607904620526268,0.8649614647500672,0.5938732179523896
673,Normal,1.1666666666666667,1000000,0.5,0.05,0.8623825646687902,0.8602904116282014,0.8644747177093789,0.592088423076613
674,Normal,1.1666666666666667,1000000,0.5,0.05,0.8633228561538964,0.8612340030839951,0.8654117092237976,0.5933214191131368
675,Normal,1.1666666666666667,1000000,0.5,0.05,0.8636230497029231,0.8615428797222573,0.865703219683589,0.59552647919045
